Status,Cycle,Test Plan,TestCaseID,Client,Test Type,Rule #,Fund,Invest Type,Trans Type,BRN,Trade Date Rule,Settle Date Rule,XML Template Name,XML Trade FileName,Level,Trade Details,Client Queue,Exception Details,Trade Object Status,Trade Object Status ActValue,Trade Object Status Result,RKS Status,RKS Status ActValue,RKS Status Result,TP Status,TP Status ActValue,TP Status Result,Trade Confirmation,Trade Confirmation ActValue,Trade Confirmation Result,Trade Settlement Status,Trade Settlement ActValue,Trade Settlement Result,Trade Notification Status,Trade Notification Status ActValue,Trade Notification Status Result,Check,VP1Name,VP1ExpValue,VP1ActValue,VP1Result,VP2Name,VP2ExpValue,VP2ActValue,VP2Result,VP3Name,VP3ExpValue,VP3ActValue,VP3Result,VP4Name,VP4ExpValue,VP4ActValue,VP4Result,VP5Name,VP5ExpValue,VP5ActValue,VP5Result,VP6Name,VP6ExpValue,VP6ActValue,VP6Result,VP7Name,VP7ExpValue,VP7ActValue,VP7Result,VP8Name,VP8ExpValue,VP8ActValue,VP8Result,VP9Name,VP9ExpValue,VP9ActValue,VP9Result,VP10Name,VP10ExpValue,VP10ActValue,VP10Result,XML Element Name1,Placeholder Token1,XML Element Value1,XML Element Name2,Placeholder Token2,XML Element Value2,XML Element Name3,Placeholder Token3,XML Element Value3,XML Element Name4,Placeholder Token4,XML Element Value4,XML Element Name5,Placeholder Token5,XML Element Value5
,N,TP,TC0095S,,S,IM0095,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Sum of Allocations Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0230S,,S,IM0230,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,Compare,Sum of Allocations Trade Quantity,100,,,Total Trade Quantity,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0394S,,S,IM0394,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,Compare,Sum of Allocations Principal ,1000,,,Total Principal,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0395S,,S,IM0395,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,Compare,Total Commission/Fees,15,,,Sum of Allocations Commission,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0001S,,S,IM0001,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Client Message Function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0386S,,S,IM0386,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Total Trade Quantity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0412S,,S,IM0412,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Total Trade quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0525S,,S,IM0525,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Client Security Classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0033S,,S,IM0033,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Client Transaction Type,,,,GRS Transaction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0273S,,S,IM0273,X501,FW,B,,CURR,CURR,UA1_AXA_FX_fwd_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Client Order Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0070S,,S,IM0070,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Message Function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0392S,,S,IM0392,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Client Trade Quantity Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0348S,,S,IM348,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Total Commission/Fees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0357S,,S,IM357,X501,FW,B,,CURR,CURR,UA1_AXA_FX_fwd_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Client Currency 1,,,,Client Currency 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0393S,,S,IM393,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,GRS Trade Quantity Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0027S,,S,IM0027,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Client Portfolio ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0017S,,S,IM0017,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Trade Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0538S,,S,IM0538,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Sum of Allocations Principal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1005S,,S,IM1005,X501,FI,B,,CURR-2,CURR-2,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,Default,Back Dated Trade Indicator ,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1039S,,S,IM1039,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Investment Type ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC022AS,,S,IM0022A,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Asset ID,,,,SSC Trade Country,,,,SSC Trade Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC022CS,,S,IM0022C,X501,OP,S,,CURR,CURR,UA1_AXA_OPT_Put,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Asset ID,,,,SSC Trade Country,,,,SSC Trade Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1048S,,S,IM1048,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,GRS Dual Listed Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1049S,,S,IM1049,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,Default,SSC Trade Country ,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1050S,,S,IM1050,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Client Asset ID,,,,GRS Asset ID Type,,,,Trade Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0567S,,S,IM567,X501,FW,B,,CURR,CURR,UA1_AXA_FX_fwd_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Total FX Buy Side Amount ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0568S,,S,IM568,X501,FW,B,,CURR,CURR,UA1_AXA_FX_fwd_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Total FX Sell Side Amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TCN571S,,S,IMN571,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Trade Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TCN572S,,S,IMN572,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Trade Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0584S,,S,IM0584,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,GRS Price Type ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1052S,,S,IM1052,X501,FW,B,,CURR,CURR,UA1_AXA_FX_fwd_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,ETN Service Indicator ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1055S,,S,IM1055,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,PSAF Compatibility Required Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1059S,,S,IM1059,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Trade Receipt Deadline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1060S,,S,IM1060,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Broker Receipt Deadline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1061S,,S,IM1061,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Confirmation Processing Deadline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1062S,,S,IM1062,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Trade Receipt Deadline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1063S,,S,IM1063,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Broker Receipt Deadline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1064S,,S,IM1064,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Confirmation Processing Deadline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1068S,,S,IM1068,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Trade Receipt Deadline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1069S,,S,IM1069,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Broker Receipt Deadline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1070S,,S,IM1070,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Confirmation Processing Deadline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1071S,,S,IM1071,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,GRSTransaction Stop Type Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1072S,,S,IM1072,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,GRS Payment Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1073S,,S,IM1073,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,GRSTransaction Stop Type Indicator,,,,GRS Transaction Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1110S,,S,IM1110,X501,FW,B,,CURR,CURR,UA1_AXA_FX_fwd_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,Default,Exception Market Indicator,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1118S,,S,IM1118,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Asset ID ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1119S,,S,IM1119,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,ETN Receiver ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1121S,,S,IM1121,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,ETN Watch List Required Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0608S,,S,IM0608,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Client Total Net Settlement Amount in Settlement Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0609S,,S,IM0609,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Client Price Type,,,,Client Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0610S,,S,IM0610,X501,FW,B,,CURR,CURR,UA1_AXA_FX_fwd_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Total Resulting Quantity,,,,Client Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0621S,,S,IM0621,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Confirmation Method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0700S,,S,IM700,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Sender ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0694S,,S,IM694,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Trade Processing Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0699S,,S,IM699,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Sender ID Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0631S,,S,IM631,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,TOMS Message Unique Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0637,,S,IM637,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,TOMS Allocation Unique Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1132S,,S,IM1132,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Client Executing Broker ID Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0602S,,S,IM602,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,ESM Sender Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0547S,,S,IM547,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Client Investment Type Code,,,,SSC ISITC Asset Classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1153S,,S,IM1153,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Place of Trade Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0603S,,S,IM603,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Asset ID,,,,GRS Asset Id Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1150S,,S,IM1150,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Asset ID,,,,GRS Asset Id Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0644S,,S,IM644,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Trade Country,,,,SSC Place Of Trade Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0620S,,S,IM620,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Asset ID,,,,SSC Asset Description,,,,SSC Investment Type,,,, Issuer,,AMERICAN ECO CORP,Pass, Issuer,,AMERICAN ECO CORP,Pass, Issuer,,AMERICAN ECO CORP,Pass, Issuer,,AMERICAN ECO CORP,Pass, Issuer,,AMERICAN ECO CORP,Pass, Issuer,,AMERICAN ECO CORP,Pass, Issuer,,AMERICAN ECO CORP,Pass,,,,,,,,,,,,,,,
,N,TP,TC0698S,,S,IM698,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Isitc Asset Classification,,,,SSC Investment Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1133S,,S,IM1133,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Client Executing Broker ID,,,,Client Executing Broker ID Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1134S,,S,IM1134,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Client Executing Broker ID,,,,GRS Executing Broker ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1143S,AX,S,IM1143,X501,EQ,S,,CURR,CURR,UA1_AXA_EQU_Sell,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Client Executing Broker ID,,,,Client Executing Broker ID Type,,,,GRS Executing Broker ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
