 FY 2006-07 Florida Charter School Revenue Data ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 School Info. ,,,,,,,,,, Federal Revenues ,,,,,,,,,,,,,,,,,,,,, State Revenues ,,,,,,,,,,,,,,,,,,,,,,,,,,,, For State and Local Calculation Purposes Only ,,,,,,,,,,,,, Indeterminate Revenues ,,,,,,,,,,,,, Local Revenues ,,,,,,,,, Other Revenues ,,,,,,,,,,,,,,,,,,, Total Revenues , Total PPR ,,
, District , Sch , MSID , School , Type , Year , PreK , Total Enrollment , Audit , Medicaid , Federal Start-up Grant , IDEA , Title I , Dissemination Grant , National School Lunch/Breakfast/Commodities , FEMA , Federal Sources , ERATE , Safe & Drug Free Schools , GEAR-UP , Operating Grants , National Science Foundation , Other , Implementation Grant , Supplemental Instruction , Adult-Ed , Federal Total , A+ Funds , Transportation , FLSchool Recognition Award , Discretionary Lottery Funds , SAI Category , CSP - Instructional Materials , Class Reduction , State Recognition Program , Teacher Lead , Other State Revenue , Capital Outlay , Early Childhood Ed. , Excellent Teaching Program , Advanced Placement , Learn and Serve Grant , Teacher Training , Reading First Grant , VPK State Funded (Pre-K Program) , Early Readiness , Reading Coach/Math Coach , Library Media Materials/Science Lab , Adults w Disabilities , Workforce Development , A+ Bonus , National Board , Micro Society , Community coordinated care , State After-school , Food services , State FEFP revenues , State Revenue Total , FEFP , Sparsity Supplement (lab schools only) , Lab school discretionary contribution , Declining Enrollment Supplement , Discretionary Tax Equal Allocation/Compression , Safe Schools , Reading Program , Supp. Acad. Instrc. , ESE Guar. Allocation , Merit Program (STAR) , Other FEFP (WFTE Share) , Total FEFP Only ," ""State Sources"", District funding, not defined or FTE "," Federal, State, and Local Revenue "," ""special revenue fund"" ", Other State appropriations , Grants and program Income , Local Sources ," ""Contributions and Other"" / Operating grants ", Grants , Capital funds other than grants , Summer Program , Withheld Admin Fee , PreK , Preschool , Total Indeterminate Revenue , Discretionary Millage , Local FEFP revenues for schools showing discretionary mils , Local FEFP revenues for schools w/ no itemized discretionary mils ," Approximate Local Revenues from combined ""state"" or ""district"" total. ", County Impact Fees , Urban teacher grant , District school taxes , Voted Operating Millage , Total Local Revenue , Contributions / Contributions & Other , In-House Transportation , Interest Income / Investment Earnings , Facility Rental , Before & After Care Fees , Student Fees / Special Programs Revenue , Other , Sponsorship fee , Fundraising , Miscellaneous , Food Service ," In-Kind Contributions (Rent, Services etc.) ", Bad Debt Recovery , Sale of Equipment , Summer School fees , Private Grants , Charges for Services , PreK Tuition , Total Other Revenues ,,,,
 13 , Dade , 7020 , 137020 , DORAL ACA.CHARTER HIGH SCHL. , 3.00 , 06-07 ,, 930.00 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,," $1,091,946 ",,,,,,,,,,,,,,,,,,," $2,997,285 "," $4,089,231 ",,,,,,,,,,,, $-   ," $5,784,549 ",,,,,,,,,,,,, $-   ,,,," $2,787,264 ",,,,," $2,787,264 ",,,,,,," $325,947 ",,,," $241,454 ",,,,,,,," $567,401 "," $7,443,896 "," $8,004 ",,
 13 , Dade , 7022 , 137022 , ACADEMY OF ARTS & MINDS , 3.00 , 06-07 ,, 243.50 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,," $14,278 ",,,,,,,," $245,044 ",,,,,,,,,,,,,,,,,,," $804,622 "," $1,063,944 ",,,,,,,,,,,, $-   ," $1,552,863 ",,,,,,,,,,,,, $-   ,,,," $748,241 ",,,,," $748,241 "," $134,971 ",,,,,,,,,,,,,,,,,," $134,971 "," $1,947,156 "," $7,997 ",,
 13 , Dade , 7030 , 137030 , Florida SCHOOL FOR INTEGRATED ACADEMIC , 3.00 , 06-07 ,, 347.50 , Yes ,,,,,,,,,,,,,,," $45,779 ",,," $45,779 ",,,,,,,,,,," $348,300 ",,,,,,,,,,,,,,,,,,," $1,148,354 "," $1,496,654 ",,,,,,,,,,,, $-   ," $2,216,243 ",,,,,,,,,,,,, $-   ,,,," $1,067,889 ",,,,," $1,067,889 ",,,,,,," $25,422 ",,,,,,,,,,,," $25,422 "," $2,635,744 "," $7,585 ",,
 13 , Dade , 7042 , 137042 , SOMERSET ACADEMY CHARTER HS - MiamiDade , 3.00 , 06-07 ,, 43.00 , Yes ,,,,,,,," $153,982 ",,,,,,,,,," $153,982 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $141,186 "," $141,186 ",,,,,,,,,,,, $-   ," $272,479 ",,,,,,,,,,,,, $-   ,,,," $131,293 ",,,,," $131,293 ",,," $8,704 ",,,,,,,,,,,,,,,," $8,704 "," $435,165 "," $10,120 ",,
 13 , Dade , 7160 , 137160 , MATER ACADEMY CHARTER HIGH , 3.00 , 06-07 ,," 1,350.49 ", Yes ,,,," $441,156 ",," $174,950 ",,,,,,,,,,,," $616,106 ",,,," $55,152 ",," $134,754 "," $1,094,916 ",," $15,750 ",," $1,651,113 ",,,,,,,,,,,,,,,,,,," $3,640,961 "," $6,592,646 "," $5,723,480 ",,," $68,824 "," $140,302 "," $47,534 ",," $536,949 "," $136,930 "," $69,357 ",," $6,723,376 ",,,,,,,,,,,,,, $-   ," $419,318 "," $3,082,415 ",,,,,,," $3,501,733 ",,," $123,745 "," $198,027 ",,,,,,," $240,117 ",,,,,,,," $561,889 "," $11,272,374 "," $8,347 ",,
 16 , Duval , 1021 , 161021 , SOCK , 2.00 , 06-07 ,, 240.00 , Yes ,,,,,,,," $96,060 ",,,,,,,,,," $96,060 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,150,947 "," $1,150,947 ",,,,,,,,,,,, $-   ," $1,726,068 ",,,,," $72,492 ",,,,,,,," $72,492 ",,,," $575,121 ",,,,," $575,121 ",,,,,,,,,,,,,,,,,,, $-   ," $1,894,620 "," $7,894 ",,
 16 , Duval , 1131 , 161131 , WAYMAN ACADEMY OF THE ARTS , 1.00 , 06-07 ,, 431.00 , Yes ,,,,,,,," $396,500 ",,,,,,,,,," $396,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,975,262 "," $1,975,262 ",,,,,,,,,,,, $-   ," $2,962,287 ",,,,,,,,,,,,, $-   ,,,," $987,025 ",,,,," $987,025 ",,,,,,,,,,,,,,,,,,, $-   ," $3,358,787 "," $7,793 ",,
 16 , Duval , 1181 , 161181 , Florida School for Integrated -JacksonvilleSIATECH , 3.00 , 06-07 ,, 201.00 , Yes ,,,,,,,," $14,946 ",,,,,,,,,," $14,946 ",,,,,,,,,,," $201,595 ",,,,,,,,,,,,,,,,,,," $828,955 "," $1,030,550 ",,,,,,,,,,,, $-   ," $1,243,178 ",,,,,,,,,,,,, $-   ,,,," $414,223 ",,,,," $414,223 ",,,,,,, $758 ,,,,,,,,,,,, $758 ," $1,460,477 "," $7,266 ",,
 16 , Duval , 1191 , 161191 , PATHWAYS ACADEMY HIGH SCHOOL , 3.00 , 06-07 ,, 171.85 , Yes ,,,,,,,," $125,000 ",,,,,,," $153,750 ",,," $278,750 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $677,028 "," $677,028 ",,,,,,,,,,,, $-   ," $1,015,334 ",,," $154,498 ",,,,,,,,,," $154,498 ",,,," $338,306 ",,,,," $338,306 ",,,,,,," $1,607 "," $12,450 ",,,,,,,,,,," $14,057 "," $1,462,639 "," $8,511 ",,
 17 , Escambia , 2081 , 172081 , ESCAMBIA CHARTER SCHOOL , 3.00 , 06-07 ,, 108.50 , Yes ,,,," $45,033 ",,,,,,,,,,,,,," $45,033 ",,,,,,,,,,," $117,973 ",,,,,,,,,,,,,,,,,,," $448,682 "," $566,655 ",,,,,,,,,,,, $-   ," $642,474 ",,,,,,,,,,,,, $-   ,,,," $193,792 ",,,,," $193,792 ",,," $1,671 ",,,,,,, $916 ,,,,,,,,," $2,587 "," $808,067 "," $7,448 ",,
 17 , Escambia , 2093 , 172093 , BEULAH ACADEMY OF SCIENCE , 2.00 , 06-07 ,, 225.50 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,," $173,588 ",,,,,,,,,,,,,,,,,,," $891,839 "," $1,065,427 ",,,,,,,,,,,, $-   ," $1,277,037 ",,,,,,,,,,,,, $-   ,,,," $385,198 ",,,,," $385,198 ",,,,,,," $27,404 ",,,," $57,612 ",,,,,,,," $85,016 "," $1,535,641 "," $6,810 ",,
 17 , Escambia , 2101 , 172101 , RUBY J. GAINER CHARTER SCHOOL , 3.00 , 06-07 , 2.50 , 118.51 , Yes ,,,," $52,372 ",,,,,,,,,,,,,," $52,372 ",,,,,,,,,,," $102,605 ",,,,,,,,,,,,,,,,,,," $496,976 "," $599,581 ",,,,,,,,,,,, $-   ," $711,628 ",,,,,,,,,,,,, $-   ,,,," $214,652 ",,,,," $214,652 ",,,,,,,,,," $19,270 ",,,,,,,,," $19,270 "," $885,875 "," $7,475 ",,
 17 , Escambia , 2104 , 172104 , JACKIE HARRIS PREPARATORY ACAD , 1.00 , 06-07 ,, 179.50 , Yes ,,,,,,,," $89,296 ",,,,,,,,,," $89,296 ",,,,,,,,,,," $129,670 ",,,,,,,,,,,,,,,,,,," $713,572 "," $843,242 ",,,,,,,,,,,, $-   ," $1,021,775 ",,,,,,,,,,,,, $-   ,,,," $308,203 ",,,,," $308,203 ",,,,,,," $2,169 ",,,,,,,,,,,," $2,169 "," $1,242,910 "," $6,924 ",,
 17 , Escambia , 2106 , 172106 , BYRNEVILLE ELEMENTARY SCHOOL , 1.00 , 06-07 ,, 159.30 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,," $17,200 "," $2,400 ",," $3,850 ",,,,,,,,,,,,,,,,,,," $631,771 "," $655,221 ",,,,,,,,,,,, $-   ," $904,642 ",,,,,,,,,,,,, $-   ,,,," $272,871 ",,,,," $272,871 ",,," $23,931 ",,,," $2,314 ",,," $20,779 "," $21,658 ",,,,,,,," $68,682 "," $996,774 "," $6,257 ",,
 17 , Escambia , 2108 , 172108 , PENSACOLA BEACH CHARTER SCHL , 1.00 , 06-07 ,, 115.45 , Yes ,,,,,,,," $40,805 ",,,,,,,,,," $40,805 ",," $33,921 ",,,,,," $13,070 ",," $117,324 "," $80,305 ",,,,,,,,,,,,,,,,,,," $343,489 "," $588,109 "," $448,270 ",,,,,,," $30,740 ",,,," $479,010 ",,,,,," $172,710 ",,,,,,,," $172,710 "," $27,831 "," $135,521 ",,,,,,," $163,352 ",,,,,,," $23,610 ",,,,,,,,,,,," $23,610 "," $988,586 "," $8,563 ",,
 17 , Escambia , 2121 , 172121 , CAPSTONE ACADEMY , 1.00 , 06-07 , 5.50 , 10.00 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $98,500 "," $98,500 ",,,,,,,,,,,, $-   ," $141,044 ",,,,,,,,,,," $30,928 ",, $-   ,,,," $42,544 ",,,,," $42,544 "," $50,654 ",, $210 ,," $30,166 ",," $6,070 ",," $7,275 ",,,,," $1,902 ",,,,," $96,277 "," $237,321 "," $23,732 ",,
 17 , Escambia , 2122 , 172122 , LIFE SKILLS CENTER , 3.00 , 06-07 ,, 204.01 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $787,376 "," $787,376 ",,,,,,,,,,,, $-   ," $1,127,455 ",,,,,,," $25,000 ",,,,,," $25,000 ",,,," $340,079 ",,,,," $340,079 ",,,,,,,," $295,465 ",,,,,,,,,,," $295,465 "," $1,447,920 "," $7,097 ",,
 18 , Flagler , 0031 , 180031 , CORNERSTONE ELEMENTARY SCHOOL , 1.00 , 06-07 ,, 114.05 , Yes ,,,,,,,," $6,331 ",,,,,,,,,," $6,331 ",,,,,,,,,," $20,350 ",,,,,,,,,,,,,,,,,,,," $190,470 "," $210,820 ",,,,,,,,,,,, $-   ," $710,130 ",,,,,,,,,,,,, $-   ,,,," $519,660 ",,,,," $519,660 ",,,,,,,,,,,,," $50,829 "," $37,024 ",,," $49,113 ",," $136,966 "," $873,777 "," $7,661 ",,
 18 , Flagler , 0032 , 180032 , SUMMIT ACADEMY , 2.00 , 06-07 ,, 66.00 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $105,491 "," $105,491 ",,,,,,,,,,,, $-   ," $393,302 ",,,,,,,,,,,,, $-   ,,,," $287,811 ",,,,," $287,811 "," $42,914 ",,,,,,,,,,,," $86,490 "," $36,368 ",,," $22,321 ",," $188,093 "," $581,395 "," $8,809 ",,
 18 , Flagler , 0033 , 180033 , HERITAGE HIGH SCHOOL , 3.00 , 06-07 ,, 19.90 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $33,741 "," $33,741 ",,,,,,,,,,,, $-   ," $125,797 ",,,,,,,,,,,,, $-   ,,,," $92,056 ",,,,," $92,056 ",,,,,,,,,,,,,," $25,560 ",,," $1,701 ",," $27,261 "," $153,058 "," $7,691 ",,
 19 , Franklin , 9009 , 199009 , APALACHICOLA BAY CHARTER SCHL , 4.00 , 06-07 , 0.50 , 242.41 , Yes ,,,,,,,," $103,844 ",,,,,,,,,," $103,844 ",," $12,211 ",," $8,468 "," $65,212 "," $24,441 "," $180,635 ",," $4,243 ",," $174,807 ",,,,,,,,,,,,,,,,,,," $241,703 "," $711,720 "," $916,860 ",,,,," $15,205 ",,," $28,966 ",,," $961,031 ",,,,,,,,,,,,,, $-   ," $390,455 "," $719,328 ",,,,,,," $1,109,783 ",,," $2,751 ",,,," $9,229 ",,,,,,,,,,,," $11,980 "," $1,937,327 "," $7,992 ",,
 71 , FSU/Broward , 0351 , 710351 , City of PEMBROKE PINES/FSUS CHARTER EL , 1.00 , 06-07 ,, 606.50 , Yes ,,," $67,864 ",,," $48,420 ",,,,,,,,,,,," $116,284 ",,,," $23,925 ",," $54,754 "," $482,773 ",,," $12,820 "," $413,043 ",,,,,,,,,," $4,244 ",,," $60,525 ",,,,,,," $4,396,412 "," $2,590,731 ",," $181,730 ",," $66,701 "," $55,517 "," $74,752 "," $144,733 "," $196,800 "," $33,364 ",," $3,344,328 ",,,,,,,,,,,,,, $-   ,,,,,,," $325,625 ",," $325,625 ",," $79,960 ",," $47,412 "," $191,241 ",,,,,," $105,032 ",,,,,,,," $423,645 "," $5,261,966 "," $8,676 ",,
 72 , FSU Leon , 0341 , 720341 , FLORIDA STATE UNIVERSITY SCHOO , 4.00 , 06-07 ,," 1,596.23 ", Yes ,,,,,,,," $132,315 ",,,,,,,,,," $132,315 ",,,," $61,977 ",," $155,432 "," $1,199,297 "," $158,326 "," $26,989 ",," $2,294,246 ",,,,,,,,,,,,,," $55,193 ",,,,,," $12,944,967 "," $6,667,019 "," $670,178 "," $353,691 ",," $292,975 "," $64,375 "," $113,342 "," $316,742 "," $428,756 "," $86,429 ",," $8,993,507 ",,,,,,,,,,,,,, $-   ,,,,,,,,, $-   ,,," $356,805 ",,,," $579,611 ",,,,,,,,,," $391,907 ",," $1,328,323 "," $14,405,605 "," $9,025 ",,
 20 , Gadsden , 9104 , 209104 , CROSSROAD ACADEMY , 4.00 , 06-07 , 1.00 , 159.50 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,, $-   ,,,,," $1,021,604 ",,,,,,,,," $1,021,604 ",,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,, $-   ," $1,021,604 "," $6,405 ",,
 27 , Hernando , 4422 , 274422 , GULF COAST ACAD OF SCIENCE , 2.00 , 06-07 ,, 115.38 , Yes ,,,,,,,,,,,,,,,,,, $-   ,," $15,617 ",," $4,130 ",," $12,082 "," $81,437 "," $11,305 "," $7,086 ",," $89,684 ",,,,,,,,,,,,,,,,,,," $315,955 "," $537,296 "," $448,797 ",,,,," $2,727 ",," $26,602 "," $9,693 ",,," $487,819 ",,,,,,,,,,,,,, $-   ," $43,344 "," $171,864 ",,,,,,," $215,208 "," $110,586 ",,,,,,,,,," $14,826 ",,,,,,,," $125,412 "," $877,916 "," $7,609 ",,
 29 , Hillsborough , 6601 , 296601 , RICHARDSON ACADEMY , 1.00 , 06-07 ,, 88.00 , Yes ,,,," $12,647 ",,,,,,,,,,,,,," $12,647 ",,,,," $19,745 "," $8,520 "," $68,830 ",,,," $60,039 ",,,,,,,,,,,,,,,,,,," $269,059 "," $426,193 "," $404,659 ",,,,,,,,,,," $404,659 ",,,,,,,,,,,,,, $-   ,,," $135,600 ",,,,,," $135,600 ",,,,,,," $4,486 ",,,,,,,,,,,," $4,486 "," $578,926 "," $6,579 ",,
 29 , Hillsborough , 6602 , 296602 , The Charter School of TAMPA BAY ACADEMY , 4.00 , 06-07 ,, 151.40 , Yes ,,," $111,227 ",,,,,,,,,,,,,,," $111,227 ",," $121,725 ",,," $616,770 "," $14,731 "," $511,808 ",," $5,000 ",," $130,292 ",,,,,,,,,,,,,,,,,,," $2,035,137 "," $3,435,463 ",,,,,,,,,,,, $-   ," $3,060,801 ",,,,,,,,,,,,, $-   ,,,," $1,025,664 ",,,,," $1,025,664 ",,," $4,992 ",,,,,,,,,,,,,,,," $4,992 "," $4,577,346 "," $30,233 ",,
 29 , Hillsborough , 6604 , 296604 , METROPOLITAN MINISTRIES , 1.00 , 06-07 ,, 40.00 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,," $27,723 ",,,,,,,,,,,,,,,,,,," $152,720 "," $180,443 ",,,,,,,,,,,, $-   ," $229,687 ",,,,,,,,,,,,, $-   ,,,," $76,967 ",,,,," $76,967 "," $38,726 ",,,,,,," $119,387 ",,,," $107,912 ",,,,,,," $266,025 "," $523,435 "," $13,086 ",,
 29 , Hillsborough , 6605 , 296605 , USF/PATEL PRIMARY CHARTER SCHO , 1.00 , 06-07 ,, 139.50 , Yes ,,,," $80,043 ",,,,,,,,,,,,,," $80,043 ",,,,," $29,293 "," $13,060 "," $106,199 ",," $2,750 ",," $95,265 ",,,,,,,,,,,,,,,,,,," $447,210 "," $693,777 "," $670,061 ",,,,,," $2,533 ",,,,," $672,594 ",,,,,,,,,,,,,, $-   ,,," $225,384 ",,,,,," $225,384 "," $14,678 ",," $8,866 ",,,," $22,019 ",,,," $3,340 ",,,,,,,," $48,903 "," $1,048,107 "," $7,513 ",,
 29 , Hillsborough , 6606 , 296606 , TERRACE COMMUNITY MIDDLE SCHOO , 2.00 , 06-07 ,, 399.50 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,," $278,613 ",,," $41,933 "," $273,575 ",,,,,,,,,,,,,,,,,,," $1,292,201 "," $1,886,322 "," $1,529,686 ",,,,,,,," $124,954 ",," $288,802 "," $1,943,442 ",,,,,,,," $3,444 ",,,,,," $3,444 ",,," $651,241 ",,,,,," $651,241 ",," $11,765 "," $18,016 ",,," $133,358 ",,," $191,653 ",," $74,559 ",,,,," $63,559 ",,," $492,910 "," $3,033,917 "," $7,594 ",,
 29 , Hillsborough , 6608 , 296608 , VILLAGE OF EXCEL. ACAD. , 1.00 , 06-07 ,, 105.50 , Yes ,,,,,,,," $139,591 ",,,,,,,,,," $139,591 ",,,," $4,884 ",," $10,163 "," $82,796 ",,,," $72,138 ",,,,,,,,,,,,,,,,,,," $329,350 "," $499,331 "," $437,275 ",,,,," $2,920 ",," $23,632 "," $16,970 ",,," $480,797 ",,,,,,,,,,,,,, $-   ," $39,721 "," $151,447 ",,,,,,," $191,168 "," $56,199 ",,,,,,,,,," $3,483 ",,,,,,,," $59,682 "," $889,772 "," $8,434 ",,
 29 , Hillsborough , 6609 , 296609 , PEPIN ACADEMY OF TAMPA , 3.00 , 06-07 ,, 136.50 , Yes ,,,,,,,," $68,044 ",,,,,,,,,," $68,044 ",, $175 ,," $5,623 ",,," $111,203 ",,,," $138,706 ",,,,,,,,,," $12,750 ",,,,,,,,," $943,654 "," $1,212,111 "," $608,895 ",,,,,,," $29,097 "," $735,519 ",," $4,071 "," $1,377,582 ",,,,,,,,,,,,,, $-   ," $54,525 "," $433,928 ",,,,,,," $488,453 ",,,,,,,,," $240,766 ",," $69,017 ",,,,,,,," $309,783 "," $2,078,391 "," $15,226 ",,
 29 , Hillsborough , 6610 , 296610 , REBIRTH ACADEMY , 1.00 , 06-07 ,, 100.00 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,," $17,331 ",," $385,794 "," $403,125 ",,,,,,,,,,,, $-   ," $580,226 ",,,,,,,,,,,,, $-   ,,,," $194,432 ",,,,," $194,432 ",,,,,,," $5,703 ",,,,,,,,,,,," $5,703 "," $603,260 "," $6,033 ",,
 29 , Hillsborough , 6612 , 296612 , TRINITY SCHOOL FOR CHILDREN - , 1.00 , 06-07 ,, 469.50 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,," $319,819 ",,,,,,,,,,,,,,,,,,," $1,769,346 "," $2,089,165 ",,,,,,,,,,,, $-   ," $2,661,058 ",,,,," $171,600 "," $141,081 ",,,,,,," $312,681 ",,,," $891,712 ",,,,," $891,712 ",,, $217 ,," $832,797 ",,,," $321,560 "," $12,363 "," $17,660 ",,,,,,,," $1,184,597 "," $4,478,155 "," $9,538 ",,
 29 , Hillsborough , 6613 , 296613 , LEARNING GATE COMMUNITY SCHOOL , 4.00 , 06-07 ,, 454.50 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,," $17,183 ",," $44,023 "," $346,989 "," $40,450 "," $6,500 ",," $320,142 ",,,," $2,237 ",,,,,,,,,,,,,,," $1,443,201 "," $2,220,725 "," $1,872,906 ",,,,,,," $101,980 "," $131,953 ",,," $2,106,839 ",,,,,,," $236,841 ",,,,,,," $236,841 "," $172,615 "," $663,638 ",,,,,,," $836,253 ",,,,,,,,,,," $14,307 ",,,,,,,," $14,307 "," $3,308,126 "," $7,279 ",,
 29 , Hillsborough , 6615 , 296615 , RCMA WIMAUMA ACADEMY , 4.00 , 06-07 ,, 156.50 , Yes ,,,," $92,056 ",,,," $122,762 "," $8,021 ",,,,,,,,," $222,839 ",,,,,,,,,,," $106,832 ",,,,,,," $50,408 "," $492,232 ",,,,,,,,,,," $720,321 "," $827,153 ",,,,,,,,,,,, $-   ," $1,083,347 ",,,,,,,,,,,,, $-   ,,,," $363,026 ",,,,," $363,026 ",,,,,,," $81,114 ",,,,,,,,,,,," $81,114 "," $1,494,132 "," $9,547 ",,
 29 , Hillsborough , 6619 , 296619 , The ANDERSON ELEMENTARY ACADEMY , 1.00 , 06-07 ,, 62.00 , Yes ,,,," $49,090 ",,,,,,,,,,,,,," $49,090 ",,,," $2,883 "," $13,888 "," $5,965 "," $49,255 ",,,," $42,194 ",,,,,,,,,,,,,,,,,,," $183,311 "," $297,496 "," $257,402 ",,,,," $1,724 ",,," $8,479 ",,," $267,605 ",,,,,,,,,,,,,, $-   ," $24,167 "," $84,294 ",,,,,,," $108,461 ",,,,,,,,,,,,,,,,,,, $-   ," $455,047 "," $7,339 ",,
 29 , Hillsborough , 6620 , 296620 , TAMPA CHARTER SCHOOL , 1.00 , 06-07 ,, 105.00 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,," $3,964 ",," $10,165 "," $78,614 ",,,," $76,386 ",,,,,,,,,,,,,,,,,,," $355,189 "," $524,318 "," $429,449 ",,," $62,640 ",," $2,869 ",," $23,560 ",,,," $518,518 ",,,,,,,,,,,,,, $-   ," $39,831 "," $163,329 ",,,,,,," $203,160 "," $26,882 ",,,,,,,,,,,,,,,,,," $26,882 "," $754,360 "," $7,184 ",,
 29 , Hillsborough , 6621 , 296621 , MOUNT PLEASANT STANDARD BASE , 2.00 , 06-07 ,, 109.50 , Yes ,,,,,,,," $125,012 ",,,,,,,,,," $125,012 ",,,," $4,875 ",," $10,457 "," $79,510 ",,,," $82,844 ",,,,,,,,,,,,,,,,,,," $342,201 "," $519,887 "," $436,541 ",,,,," $2,915 ",," $24,304 "," $35,798 ",,," $499,558 ",,,,,,," $30,083 ",,,,,,," $30,083 "," $41,293 "," $157,357 ",,,,,,," $198,650 ",,,,,,,,,,,,,,,,,,, $-   ," $873,632 "," $7,978 ",,
 29 , Hillsborough , 6622 , 296622 , PRINCE ACADEMY , 4.00 , 06-07 ,, 64.50 , Yes ,,,,,,,," $37,634 ",,,,,,,,,," $37,634 ",,,," $2,996 ",," $6,204 "," $50,066 ",,,," $45,508 ",,,,,,,,,,,,,,,,,,," $215,999 "," $320,773 "," $268,396 ",,,,," $1,791 ",," $14,448 "," $30,688 ",,," $315,323 ",,,,,,,,,,,,,, $-   ," $25,130 "," $99,324 ",,,,,,," $124,454 ",,,,,,," $7,871 ",,,,,,,,,,,," $7,871 "," $490,732 "," $7,608 ",,
 29 , Hillsborough , 6623 , 296623 , WALTON ACADEMY , 1.00 , 06-07 ,, 166.92 , Yes ,,,,,,,," $199,985 ",,,,,,,,,," $199,985 ",,,," $6,369 ",," $16,171 "," $130,147 ",," $6,604 ",,,,,,,,,,,,,,,,,,,,," $501,104 "," $660,395 "," $689,467 ",,,,," $4,610 ",," $37,453 ",,,," $731,530 ",,,,,,," $90,058 ",,,,,,," $90,058 "," $63,825 "," $230,426 ",,,,,,," $294,251 ",,,,,,,,,,,,,,,,," $12,012 ",," $12,012 "," $1,256,701 "," $7,529 ",,
 29 , Hillsborough , 6624 , 296624 , The Upper School at TRINITYSchool for Children , 2.00 , 06-07 ,, 209.50 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,," $159,589 ",,,,,,,,,,,,,,,,,,," $785,763 "," $945,352 ",,,,,,,,,,,, $-   ," $1,181,771 ",,,,,," $52,180 ",,,,,,," $52,180 ",,,," $396,008 ",,,,," $396,008 ",,,,," $49,791 ",,,," $118,934 "," $6,826 "," $6,532 ",,,,,,,," $182,083 "," $1,575,623 "," $7,521 ",,
 29 , Hillsborough , 6625 , 296625 , LITERACY/LEADERSHIP/TECHNOLOGY , 2.00 , 06-07 ,, 109.50 , Yes ,,,,,,,,,,,,,,," $71,500 ",,," $71,500 ",,,," $4,752 ",," $10,181 "," $77,429 "," $9,200 "," $1,000 ",,,,,,,,,,,,,,,,,,,,," $335,123 "," $437,685 "," $445,029 ",,,,," $2,842 ",," $23,668 "," $17,686 ",,," $489,225 ",,,,,,,,,,,,,, $-   ," $40,244 "," $154,102 ",,,,,,," $194,346 "," $36,443 ",,,,,,,,,," $13,625 ",,,,,,,," $50,068 "," $753,599 "," $6,882 ",,
 29 , Hillsborough , 6626 , 296626 , KIDS COMMUNITY COLLEGE , 1.00 , 06-07 ,, 99.00 , Yes ,,,,,,,," $42,200 ",,,,,,,,,," $42,200 ",,,," $4,601 ",," $9,537 "," $78,649 ",," $1,500 ",,,,,,,,,,,,,,,,,,,,," $310,665 "," $404,952 "," $412,260 ",,,,," $2,752 ",," $22,176 "," $16,333 ",,," $453,521 ",,,,,,,,,,,,,, $-   ," $38,608 "," $142,856 ",,,,,,," $181,464 ",,,,,,," $108,985 ",,,," $14,598 ",,,,,,,," $123,583 "," $752,199 "," $7,598 ",,
