Code PITD,Libellé PITD,Code de la station  météo rattachée au PITD,Code GRD,Nombre de postes de livraison Transport/Distribution rattachés au PITD,Niveau Tarifaire Régional (NTR),Zone de sortie,Zone d'Equilibrage,Type De gaz,Statut,PiT - Code  Distributeur de rang 2 de la commune
GD0328,RETHEL,51183001,GDFD,1,6,ARDENNES,ZONE NORD,H,ALIMENTEE,INCO
GD0329,REIMS,51183001,GDFD,1,2,ARDENNES,ZONE NORD,H,ALIMENTEE,INCO
GD0330,MUIZON,51183001,GDFD,2,5,ARDENNES,ZONE NORD,H,ALIMENTEE,INCO
GD0331,JONCHERY-SUR-VESLE,51183001,GDFD,1,6,ARDENNES,ZONE NORD,H,ALIMENTEE,INCO
GD0332,FISMES,51183001,GDFD,1,10,ARDENNES,ZONE NORD,H,ALIMENTEE,INCO
GD0333,EPERNAY,51183001,GDFD,10,3,ARDENNES,ZONE NORD,H,ALIMENTEE,INCO
GD0334,CHALONS-EN-CHAMPAGNE,51183001,GDFD,1,3,ARDENNES,ZONE NORD,H,ALIMENTEE,INCO
GD0335,VITRY-LE-FRANCOIS,51183001,GDFD,1,1,ARDENNES,ZONE NORD,H,ALIMENTEE,INCO
GD0337,FERE-CHAMPENOISE,51183001,GDFD,2,2,SEINE OUEST,ZONE NORD,H,ALIMENTEE,INCO
GD0338,SEZANNE,51183001,GDFD,3,4,SEINE OUEST,ZONE NORD,H,ALIMENTEE,INCO
GD0339,VILLENAUXE-LA-GRANDE,51183001,GDFD,5,14,SEINE OUEST,ZONE NORD,H,ALIMENTEE,INCO
GD0340,SAINT-JUST-SAUVAGE,51183001,GDFD,1,8,SEINE OUEST,ZONE NORD,H,ALIMENTEE,INCO
GD0341,ROMILLY-SUR-SEINE,51183001,GDFD,2,4,SEINE OUEST,ZONE NORD,H,ALIMENTEE,INCO
GD0342,ARCIS-SUR-AUBE,51183001,GDFD,1,5,SEINE OUEST,ZONE NORD,H,ALIMENTEE,INCO
GD0343,LE CHENE,51183001,GDFD,1,4,SEINE OUEST,ZONE NORD,H,ALIMENTEE,INCO
GD0344,TROYES,51183001,GDFD,1,1,SEINE OUEST,ZONE NORD,H,ALIMENTEE,INCO
GD0345,TRAINEL,51183001,GDFD,3,0,SEINE OUEST,ZONE NORD,H,ALIMENTEE,INCO
GD0346,NOGENT-SUR-SEINE,51183001,GDFD,1,3,SEINE OUEST,ZONE NORD,H,ALIMENTEE,INCO
GD0347,MARIGNY-LE-CHATEL,51183001,GDFD,1,2,SEINE OUEST,ZONE NORD,H,ALIMENTEE,INCO
GD0348,ESTISSAC,51183001,GDFD,7,2,SEINE OUEST,ZONE NORD,H,ALIMENTEE,INCO
GD0349,AIX-EN-OTHE,51183001,GDFD,2,8,SEINE OUEST,ZONE NORD,H,ALIMENTEE,INCO
GD0350,SAINT-PARRES-LES-VAUDES,51183001,GDFD,1,3,LANGRES,ZONE EST,H,ALIMENTEE,INCO
GD0351,BAR-SUR-SEINE,51183001,GDFD,1,7,LANGRES,ZONE EST,H,ALIMENTEE,INCO
GD0352,VENDEUVRE-SUR-BARSE,51183001,GDFD,1,8,LANGRES,ZONE EST,H,ALIMENTEE,INCO
GD0353,JESSAINS,51183001,GDFD,1,13,LANGRES,ZONE EST,H,ALIMENTEE,INCO
GD0354,BRIENNE-LE-CHATEAU,51183001,GDFD,1,19,LANGRES,ZONE EST,H,ALIMENTEE,INCO
GD0355,BAR-SUR-AUBE,51183001,GDFD,1,4,LANGRES,ZONE EST,H,ALIMENTEE,INCO
GD0356,VILLE-SOUS-LA-FERTE,51183001,GDFD,1,5,LANGRES,ZONE EST,H,ALIMENTEE,INCO
GD0357,BOLOGNE,21473001,GDFD,1,15,LANGRES,ZONE EST,H,ALIMENTEE,INCO
GD0358,CHAUMONT,21473001,GDFD,1,6,LANGRES,ZONE EST,H,ALIMENTEE,INCO
GD0359,BIESLES,21473001,GDFD,1,4,LANGRES,ZONE EST,H,ALIMENTEE,INCO
GD0360,LANGRES,21473001,GDFD,1,3,LANGRES,ZONE EST,H,ALIMENTEE,INCO
GD0361,VAL-DE-MEUSE,21473001,GDFD,1,0,LANGRES,ZONE EST,H,ALIMENTEE,INCO
GD0362,BOURBONNE-LES-BAINS,21473001,GDFD,1,17,LANGRES,ZONE EST,H,ALIMENTEE,INCO
GD0363,CHALINDREY,21473001,GDFD,1,1,LANGRES,ZONE EST,H,ALIMENTEE,INCO
GD0364,FAYL-LA-FORET,21473001,GDFD,2,2,LANGRES,ZONE EST,H,ALIMENTEE,INCO
GD0365,SERMAIZE-LES-BAINS,57039001,GDFD,1,2,ARDENNES,ZONE NORD,H,ALIMENTEE,INCO
GD0366,REVIGNY-SUR-ORNAIN,57039001,GDFD,1,4,ARDENNES,ZONE NORD,H,ALIMENTEE,INCO
GD0367,SAINT-URBAIN-MACONCOURT,57039001,GDFD,1,17,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0368,JOINVILLE,57039001,GDFD,1,10,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0369,WASSY,57039001,GDFD,2,16,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0370,CHEVILLON,57039001,GDFD,1,5,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0371,COUSANCES-LES-FORGES,57039001,GDFD,1,6,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0372,LIGNY-EN-BARROIS,57039001,GDFD,1,1,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0373,BAR-LE-DUC,57039001,GDFD,1,3,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0374,EUVILLE,57039001,GDFD,1,1,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0375,COMMERCY,57039001,GDFD,2,2,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0376,STENAY,57039001,GDFD,2,1,ARDENNES,ZONE NORD,H,ALIMENTEE,INCO
GD0377,REVIN,51183001,GDFD,1,1,ARDENNES,ZONE NORD,H,ALIMENTEE,INCO
GD0378,LE PUY-EN-VELAY,42005001,GDFD,1,8,LYONNAIS,ZONE SUD,H,ALIMENTEE,INCO
GD0379,YSSINGEAUX,42005001,GDFD,1,6,LYONNAIS,ZONE SUD,H,ALIMENTEE,INCO
GD0380,BEAUZAC,42005001,GDFD,2,9,LYONNAIS,ZONE SUD,H,ALIMENTEE,INCO
GD0381,SAINTE-SIGOLENE,42005001,GDFD,3,12,LYONNAIS,ZONE SUD,H,ALIMENTEE,INCO
GD0382,MONISTROL-SUR-LOIRE,42005001,GDFD,1,5,LYONNAIS,ZONE SUD,H,ALIMENTEE,INCO
GD0383,AMBERT,63113001,GDFD,3,17,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0384,JOB,63113001,GDFD,1,15,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0385,VERTOLAYE,63113001,GDFD,2,13,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0386,OLLIERGUES,63113001,GDFD,2,10,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0387,COURPIERE,63113001,GDFD,1,4,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0388,LA MONNERIE-LE-MONTEL,63113001,GDFD,1,2,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0389,THIERS,63113001,GDFD,1,3,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0390,LEZOUX,63113001,GDFD,2,2,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0391,CLERMONT-FERRAND,63113001,GDFD,1,1,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0392,BILLOM,63113001,GDFD,1,12,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0394,CREUZIER-LE-NEUF,89346001,GDFD,1,3,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0395,VICHY,89346001,GDFD,1,4,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0396,SAINT-YORRE,89346001,GDFD,10,7,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0397,PUY-GUILLAUME,63113001,GDFD,1,6,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0398,MONTLUCON,18033001,GDFD,1,2,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0400,SAINT-JULIEN-CHAPTEUIL,42005001,GDFD,3,8,LYONNAIS,ZONE SUD,H,ALIMENTEE,INCO
GD0401,BEAULON,89346001,GDFD,1,8,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0402,DOMPIERRE-SUR-BESBRE,89346001,GDFD,1,13,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0403,MOULINS,89346001,GDFD,4,1,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0404,BOURBON-L'ARCHAMBAULT,89346001,GDFD,1,16,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0405,VARENNES-SUR-ALLIER,89346001,GDFD,1,0,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0406,LAPALISSE,89346001,GDFD,1,9,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0407,SAINT-GERMAIN-DES-FOSSES,89346001,GDFD,5,2,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0408,SAINT-ELOY-LES-MINES,63113001,GDFD,1,3,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0409,MONTMARAULT,18033001,GDFD,3,2,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0410,VILLEFRANCHE-D'ALLIER,18033001,GDFD,1,9,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0411,COSNE-D'ALLIER,18033001,GDFD,1,15,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0412,COMMENTRY,18033001,GDFD,1,1,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0413,GANNAT,63113001,GDFD,1,1,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0414,VIC-LE-COMTE,63113001,GDFD,1,2,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0415,ISSOIRE,63113001,GDFD,1,3,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0416,SAINT-GERMAIN-LEMBRON,63113001,GDFD,1,6,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0417,SAINTE-FLORINE,63113001,GDFD,4,10,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0418,BRIOUDE,63113001,GDFD,1,10,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0419,BORT-LES-ORGUES,63113001,GDFD,3,16,PERIGORD,ZONE SUD,H,ALIMENTEE,INCO
GD0420,USSEL,63113001,GDFD,1,12,PERIGORD,ZONE SUD,H,ALIMENTEE,INCO
GD0421,TULLE,47091001,GDFD,1,5,PERIGORD,ZONE SUD,H,ALIMENTEE,INCO
GD0422,OBJAT,47091001,GDFD,3,14,PERIGORD,ZONE SUD,H,ALIMENTEE,INCO
GD0423,ALLASAC,47091001,GDFD,1,12,PERIGORD,ZONE SUD,H,ALIMENTEE,INCO
GD0424,DONZENAC,47091001,GDFD,4,11,PERIGORD,ZONE SUD,H,ALIMENTEE,INCO
GD0425,BRIVE-LA-GAILLARDE,47091001,GDFD,1,3,PERIGORD,ZONE SUD,H,ALIMENTEE,INCO
GD0426,TERRASSON-LAVILLEDIEU,47091001,GDFD,1,2,PERIGORD,ZONE SUD,H,ALIMENTEE,INCO
GD0427,SAINT-YRIEIX-LA-PERCHE,16089001,GDFD,1,11,VIENNE,ZONE SUD,H,ALIMENTEE,INCO
GD0428,NEXON,16089001,GDFD,1,10,VIENNE,ZONE SUD,H,ALIMENTEE,INCO
GD0429,LIMOGES,16089001,GDFD,10,2,VIENNE,ZONE SUD,H,ALIMENTEE,INCO
GD0430,ROCHECHOUART,16089001,GDFD,3,1,VIENNE,ZONE SUD,H,ALIMENTEE,INCO
GD0431,SAINT-JUNIEN,16089001,GDFD,1,3,VIENNE,ZONE SUD,H,ALIMENTEE,INCO
GD0432,BELLAC,16089001,GDFD,1,15,VIENNE,ZONE SUD,H,ALIMENTEE,INCO
GD0433,LE DORAT,16089001,GDFD,3,1,VIENNE,ZONE SUD,H,ALIMENTEE,INCO
GD0434,LA SOUTERRAINE,18033001,GDFD,3,9,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0435,AUBUSSON,18033001,GDFD,2,16,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0436,PLAUZAT,63113001,GDFD,1,4,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0437,AHUN,18033001,GDFD,1,12,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0438,GUERET,18033001,GDFD,1,5,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0439,AJAIN,18033001,GDFD,1,7,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0440,BONNAT,18033001,GDFD,1,2,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0441,GENOUILLAC,18033001,GDFD,2,1,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0442,BOUSSAC,18033001,GDFD,2,0,BERRY,ZONE SUD,H,ALIMENTEE,INCO
GD0443,SAINT-GEORGES-DE-MONS,63113001,GDFD,1,2,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0444,COMBRONDE,63113001,GDFD,1,5,AUVERGNE,ZONE SUD,H,ALIMENTEE,INCO
GD0445,LONGUYON,57039001,GDFD,1,1,LORRAINE,ZONE EST,H,ALIMENTEE,INCO
GD0446,LONGWY,57039001,GDFD,1,2,LORRAINE,ZONE EST,H,ALIMENTEE,INCO
GD0447,VILLERS-LA-MONTAGNE,57039001,GDFD,2,3,LORRAINE,ZONE EST,H,ALIMENTEE,INCO
GD0448,METZ,57039001,GDFD,1,1,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0449,JARNY,57039001,GDFD,3,1,LORRAINE,ZONE EST,H,ALIMENTEE,INCO
GD0450,JOUDREVILLE,57039001,GDFD,4,16,LORRAINE,ZONE EST,H,ALIMENTEE,INCO
GD0451,BOULAY-MOSELLE,57039001,GDFD,1,8,REGION OBERGAILBACH,ZONE EST,H,ALIMENTEE,INCO
GD0452,BOUZONVILLE,57039001,GDFD,11,11,REGION OBERGAILBACH,ZONE EST,H,ALIMENTEE,INCO
GD0453,CREUTZWALD,57039001,GDFD,1,2,REGION OBERGAILBACH,ZONE EST,H,ALIMENTEE,INCO
GD0454,APACH,57039001,GDFD,2,9,REGION OBERGAILBACH,ZONE EST,H,ALIMENTEE,INCO
GD0455,FORBACH,57039001,GDFD,1,3,REGION OBERGAILBACH,ZONE EST,H,ALIMENTEE,INCO
GD0456,NANCY,57039001,GDFD,1,1,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0457,TOUL,57039001,GDFD,7,1,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0458,COLOMBEY-LES-BELLES,57039001,GDFD,1,7,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0459,VANNES-LE-CHATEL,57039001,GDFD,5,12,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0461,LOUVIGNY,57039001,GDFD,4,4,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0462,RAMBERVILLERS,57039001,GDFD,1,4,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0463,CHATEL-SUR-MOSELLE,57039001,GDFD,2,8,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0464,EPINAL,57039001,GDFD,1,3,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0465,DOCELLES,57039001,GDFD,1,7,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0466,BRUYERES,57039001,GDFD,3,8,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0467,REMIREMONT,57039001,GDFD,1,8,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0468,VAGNEY,57039001,GDFD,4,12,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0469,RUPT-SUR-MOSELLE,57039001,GDFD,1,17,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0470,POUXEUX,57039001,GDFD,2,5,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0471,RAON-AUX-BOIS,57039001,GDFD,4,4,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0472,XERTIGNY,57039001,GDFD,1,9,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0473,PLOMBIERES-LES-BAINS,57039001,GDFD,1,5,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0474,GERARDMER,57039001,GDFD,1,10,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0475,CORCIEUX,57039001,GDFD,1,9,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0476,ANOULD,57039001,GDFD,1,6,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0477,SAULCY-SUR-MEURTHE,57039001,GDFD,2,4,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0478,NEUVILLERS-SUR-FAVE,57039001,GDFD,1,3,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0479,VITTEL,57039001,GDFD,1,4,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0481,BULGNEVILLE,57039001,GDFD,1,1,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0482,NEUFCHATEAU,57039001,GDFD,1,6,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0483,CHATENOIS,57039001,GDFD,1,3,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0484,MORELMAISON,57039001,GDFD,1,0,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0485,MIRECOURT,57039001,GDFD,1,6,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0486,JUVAINCOURT,57039001,GDFD,1,5,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0487,BITCHE,57039001,GDFD,1,10,REGION OBERGAILBACH,ZONE EST,H,ALIMENTEE,INCO
GD0488,DIEMERINGEN,57039001,GDFD,1,3,REGION OBERGAILBACH,ZONE EST,H,ALIMENTEE,INCO
GD0489,SARRE-UNION,57039001,GDFD,1,7,REGION OBERGAILBACH,ZONE EST,H,ALIMENTEE,INCO
GD0490,PHALSBOURG,57039001,GDFD,1,7,REGION OBERGAILBACH,ZONE EST,H,ALIMENTEE,INCO
GD0491,SARREBOURG,57039001,GDFD,1,8,REGION OBERGAILBACH,ZONE EST,H,ALIMENTEE,INCO
GD0492,DARNEY,57039001,GDFD,1,0,HAUTE SAONE,ZONE EST,H,ALIMENTEE,INCO
GD0493,BAYON,57039001,GDFD,2,14,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0494,THIONVILLE,57039001,GDFD,1,2,LORRAINE,ZONE EST,H,ALIMENTEE,INCO
GD0495,ENNERY,57039001,GDFD,1,2,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0496,SARREGUEMINES,57039001,GDFD,3,1,REGION OBERGAILBACH,ZONE EST,H,ALIMENTEE,INCO
GD0497,SAINTE-MARIE-AUX-CHENES,57039001,GDFD,1,3,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0499,SILTZHEIM,57039001,GDFD,10,0,REGION OBERGAILBACH,ZONE EST,H,ALIMENTEE,INCO
GD0501,SAINT-DIE,57039001,GDFD,13,2,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0502,DIEUZE,57039001,GDFD,1,1,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0503,LUNEVILLE,57039001,GDFD,1,1,NORD EST,ZONE EST,H,ALIMENTEE,INCO
GD0504,CRUZY,66136001,GDFD,1,2,REGION CRUZY,ZONE SUD,H,ALIMENTEE,INCO
GD0505,LIGNAN-SUR-ORB,30189001,GDFD,2,1,REGION CRUZY,ZONE SUD,H,ALIMENTEE,INCO
GD0506,MEZE,30189001,GDFD,5,3,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0507,AGDE,30189001,GDFD,10,5,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0508,MAGALAS,30189001,GDFD,1,1,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0509,MONTAGNAC,30189001,GDFD,2,4,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0510,VILLEVEYRAC,30189001,GDFD,9,5,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0511,MONTPELLIER,30189001,GDFD,1,2,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0512,GIGNAC,30189001,GDFD,1,4,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0513,LODEVE,30189001,GDFD,1,9,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0514,BEDARIEUX,30189001,GDFD,1,11,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0515,LE GRAU-DU-ROI,30189001,GDFD,11,3,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0516,SOMMIERES,30189001,GDFD,1,0,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0517,VERGEZE,30189001,GDFD,2,5,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0518,VAUVERT,30189001,GDFD,1,6,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0519,SAINT-GILLES,30189001,GDFD,12,9,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0520,NIMES,30189001,GDFD,1,3,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0521,COMPS,30189001,GDFD,1,5,SUD EST,ZONE SUD,H,ALIMENTEE,INCO
GD0522,UCHAUD,30189001,GDFD,1,4,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0523,CALVISSON,30189001,GDFD,1,6,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0524,SAINT-MAMERT-DU-GARD,30189001,GDFD,6,4,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0525,MOUSSAC,30189001,GDFD,1,5,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0526,SAINT-GENIES-DE-MALGOIRES,30189001,GDFD,2,5,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0527,UZES,30189001,GDFD,1,13,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0528,ALES,30189001,GDFD,2,6,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0529,LE VIGAN,30189001,GDFD,2,14,MIDI,ZONE SUD,H,ALIMENTEE,INCO
GD0530,BAGNOLS-SUR-CEZE,30189001,GDFD,1,7,RHONE SUD,ZONE SUD,H,ALIMENTEE,INCO
GD0531,CODOLET,30189001,GDFD,1,9,RHONE SUD,ZONE SUD,H,ALIMENTEE,INCO
GD0532,BEZIERS,30189001,GDFD,5,3,REGION CRUZY,ZONE SUD,H,ALIMENTEE,INCO
GD0533,FOURQUES,30189001,GDFD,7,3,SUD EST,ZONE SUD,H,ALIMENTEE,INCO
GD0534,JONQUIERES-SAINT-VINCENT,30189001,GDFD,2,3,SUD EST,ZONE SUD,H,ALIMENTEE,INCO
GD0543,INCHEVILLE,59343001,GDFD,1,17,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0544,LONGROY,76116001,GDFD,2,13,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0545,MONCHAUX-SORENG,76116001,GDFD,2,11,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0546,BLANGY-SUR-BRESLE,76116001,GDFD,1,9,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0547,NESLE-NORMANDEUSE,76116001,GDFD,1,10,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0548,VIEUX-ROUEN-SUR-BRESLE,76116001,GDFD,1,13,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0549,AUMALE,76116001,GDFD,1,16,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0550,NEUFCHATEL-EN-BRAY,76116001,GDFD,1,6,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0551,FORGES-LES-EAUX,76116001,GDFD,1,9,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0552,BUCHY,76116001,GDFD,1,3,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0553,DIEPPE,76116001,GDFD,1,3,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0554,LUNERAY,76116001,GDFD,1,2,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0555,SAINT-VALERY-EN-CAUX,76116001,GDFD,1,7,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0556,FONTAINE-LE-DUN,76116001,GDFD,1,4,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0557,DOUDEVILLE,76116001,GDFD,3,4,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0558,BOLBEC,76116001,GDFD,1,1,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0559,ETRETAT,76116001,GDFD,2,9,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0560,FECAMP,76116001,GDFD,1,4,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0561,LE HAVRE,76116001,GDFD,1,1,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0562,HONFLEUR,76116001,GDFD,6,4,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0563,TROUVILLE-SUR-MER,76116001,GDFD,1,3,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0564,LE BREUIL-EN-AUGE,35228001,GDFD,2,5,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0565,LISIEUX,35228001,GDFD,16,6,HAUTE NORMANDIE,ZONE NORD,H,ALIMENTEE,INCO
GD0566,CAEN,35228001,GDFD,2,3,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0567,MATHIEU,35228001,GDFD,4,5,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0568,CONDE-SUR-NOIREAU,35228001,GDFD,1,5,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0569,CREULLY,35228001,GDFD,2,14,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0570,BAYEUX,35228001,GDFD,20,5,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0571,LA FERTE-MACE,35228001,GDFD,1,11,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0572,MESSEI,35228001,GDFD,2,7,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0573,FLERS,35228001,GDFD,2,6,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0575,VIRE,35228001,GDFD,1,6,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0576,AUNAY-SUR-ODON,35228001,GDFD,2,3,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0577,BRECEY,35228001,GDFD,1,16,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
GD0578,PONTORSON,35228001,GDFD,1,16,BASSE NORMANDIE,ZONE OUEST,H,ALIMENTEE,INCO
