GEMNR,GEMNAME,WBGES,ABGST,PRABG,UNGST,PRUNG,GST,PRG,P1,PRP1,P2,PRP2,P3,PRP3,P4,PRP4,P5,PRP5,P6,PRP6,P7,PRP7,P8,PRP8,ZEITE,ZEITL
40830,Tollet,727,422,58.05,36,8.53,386,91.47,318,82.38,17,4.4,51,13.21,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40831,Waizenkirchen,2936,1552,52.86,103,6.64,1449,93.36,1154,79.64,125,8.63,170,11.73,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40832,Wallern an der Trattnach,2299,1302,56.63,91,6.99,1211,93.01,920,75.97,62,5.12,229,18.91,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40833,Weibern,1273,661,51.92,75,11.35,586,88.65,454,77.47,50,8.53,82,13.99,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40834,Wendling,621,329,52.98,37,11.25,292,88.75,217,74.32,14,4.79,61,20.89,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40899,Wahlkarten Grieskirchen,0,1868,0,143,7.66,1725,92.34,1436,83.25,82,4.75,207,12,0,0,0,0,0,0,0,0,0,0,4/30/10,4/30/10
40900,Kirchdorf an der Krems,43126,24815,57.54,1798,7.25,23017,92.75,17709,76.94,1771,7.69,3537,15.37,0,0,0,0,0,0,0,0,0,0,4/25/10,4/30/10
40901,Edlbach,519,273,52.6,13,4.76,260,95.24,185,71.15,42,16.15,33,12.69,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40902,Grünburg,2911,1511,51.91,106,7.02,1405,92.98,1018,72.46,121,8.61,266,18.93,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40903,Hinterstoder,781,357,45.71,26,7.28,331,92.72,230,69.49,21,6.34,80,24.17,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40904,Inzersdorf im Kremstal,1467,826,56.31,60,7.26,766,92.74,587,76.63,56,7.31,123,16.06,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40905,Kirchdorf an der Krems,3085,1620,52.51,107,6.6,1513,93.4,1231,81.36,86,5.68,196,12.95,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40906,Klaus an der Pyhrnbahn,875,567,64.8,25,4.41,542,95.59,427,78.78,40,7.38,75,13.84,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40907,Kremsmünster,4735,2236,47.22,181,8.09,2055,91.91,1579,76.84,133,6.47,343,16.69,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40908,Micheldorf in Oberösterreich,4567,2687,58.84,135,5.02,2552,94.98,2010,78.76,163,6.39,379,14.85,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40909,Molln,2802,1620,57.82,102,6.3,1518,93.7,1176,77.47,122,8.04,220,14.49,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40910,Nußbach,1825,974,53.37,100,10.27,874,89.73,693,79.29,84,9.61,97,11.1,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40911,Oberschlierbach,370,214,57.84,26,12.15,188,87.85,151,80.32,20,10.64,17,9.04,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40912,Pettenbach,3782,1877,49.63,167,8.9,1710,91.1,1265,73.98,117,6.84,328,19.18,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40913,Ried im Traunkreis,2067,1104,53.41,86,7.79,1018,92.21,770,75.64,68,6.68,180,17.68,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40914,Rosenau am Hengstpaß,562,333,59.25,17,5.11,316,94.89,238,75.32,31,9.81,47,14.87,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40915,Roßleithen,1494,770,51.54,48,6.23,722,93.77,544,75.35,82,11.36,96,13.3,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40916,St.Pankraz,271,151,55.72,7,4.64,144,95.36,98,68.06,5,3.47,41,28.47,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40917,Schlierbach,2114,1201,56.81,67,5.58,1134,94.42,874,77.07,96,8.47,164,14.46,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40918,Spital am Pyhrn,1744,878,50.34,53,6.04,825,93.96,613,74.3,78,9.45,134,16.24,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40919,Steinbach am Ziehberg,664,344,51.81,25,7.27,319,92.73,235,73.67,17,5.33,67,21,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40920,Steinbach an der Steyr,1583,917,57.93,112,12.21,805,87.79,615,76.4,69,8.57,121,15.03,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40921,Vorderstoder,655,308,47.02,28,9.09,280,90.91,197,70.36,23,8.21,60,21.43,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40922,Wartberg an der Krems,2330,1211,51.97,103,8.51,1108,91.49,875,78.97,76,6.86,157,14.17,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40923,Windischgarsten,1923,957,49.77,68,7.11,889,92.89,676,76.04,87,9.79,126,14.17,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
40999,Wahlkarten Kirchdorf a.d.Krems,0,1879,0,136,7.24,1743,92.76,1422,81.58,134,7.69,187,10.73,0,0,0,0,0,0,0,0,0,0,4/30/10,4/30/10
41000,Linz-Land,104427,61216,58.62,4032,6.59,57184,93.41,45703,79.92,2545,4.45,8936,15.63,0,0,0,0,0,0,0,0,0,0,4/25/10,4/30/10
41001,Allhaming,835,490,58.68,52,10.61,438,89.39,356,81.28,34,7.76,48,10.96,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41002,Ansfelden,11112,6013,54.11,326,5.42,5687,94.58,4413,77.6,188,3.31,1086,19.1,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41003,Asten,4704,2462,52.34,161,6.54,2301,93.46,1789,77.75,114,4.95,398,17.3,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41004,Eggendorf im Traunkreis,601,352,58.57,30,8.52,322,91.48,250,77.64,21,6.52,51,15.84,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41005,Enns,8128,4165,51.24,289,6.94,3876,93.06,3061,78.97,162,4.18,653,16.85,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41006,Hargelsberg,975,554,56.82,63,11.37,491,88.63,397,80.86,29,5.91,65,13.24,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41007,Hörsching,4531,2433,53.7,151,6.21,2282,93.79,1749,76.64,93,4.08,440,19.28,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41008,Hofkirchen im Traunkreis,1329,696,52.37,48,6.9,648,93.1,521,80.4,27,4.17,100,15.43,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41009,Kematen an der Krems,1851,1021,55.16,71,6.95,950,93.05,693,72.95,97,10.21,160,16.84,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41010,Kirchberg-Thening,1893,1210,63.92,62,5.12,1148,94.88,947,82.49,36,3.14,165,14.37,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41011,Kronstorf,2459,1430,58.15,137,9.58,1293,90.42,1013,78.34,49,3.79,231,17.87,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41012,Leonding,19202,10409,54.21,674,6.48,9735,93.52,7926,81.42,401,4.12,1408,14.46,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41013,St.Florian,4825,2797,57.97,248,8.87,2549,91.13,2107,82.66,155,6.08,287,11.26,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41014,Neuhofen an der Krems,4439,2211,49.81,137,6.2,2074,93.8,1688,81.39,118,5.69,268,12.92,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41015,Niederneukirchen,1553,887,57.12,92,10.37,795,89.63,645,81.13,53,6.67,97,12.2,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41016,Oftering,1567,912,58.2,60,6.58,852,93.42,682,80.05,44,5.16,126,14.79,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41017,Pasching,5081,2734,53.81,162,5.93,2572,94.07,2059,80.05,89,3.46,424,16.49,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41018,Piberbach,1458,780,53.5,49,6.28,731,93.72,554,75.79,63,8.62,114,15.6,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41019,Pucking,2945,1659,56.33,105,6.33,1554,93.67,1193,76.77,52,3.35,309,19.88,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41020,St.Marien,3696,2261,61.17,182,8.05,2079,91.95,1676,80.62,163,7.84,240,11.54,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41021,Traun,16754,8417,50.24,455,5.41,7962,94.59,6180,77.62,264,3.32,1518,19.07,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41022,Wilhering,4489,2672,59.52,195,7.3,2477,92.7,2072,83.65,124,5.01,281,11.34,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41099,Wahlkarten Linz-Land,0,4651,0,283,6.08,4368,93.92,3732,85.44,169,3.87,467,10.69,0,0,0,0,0,0,0,0,0,0,4/30/10,4/30/10
41100,Perg,51540,32633,63.32,2409,7.38,30224,92.62,24909,82.41,1742,5.76,3573,11.82,0,0,0,0,0,0,0,0,0,0,4/25/10,4/30/10
41101,Allerheiligen im Mühlkreis,949,540,56.9,46,8.52,494,91.48,417,84.41,27,5.47,50,10.12,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41102,Arbing,1121,720,64.23,59,8.19,661,91.81,568,85.93,35,5.3,58,8.77,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41103,Baumgartenberg,1262,713,56.5,63,8.84,650,91.16,490,75.38,31,4.77,129,19.85,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41104,Dimbach,844,536,63.51,63,11.75,473,88.25,385,81.4,45,9.51,43,9.09,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41105,Grein,2445,1405,57.46,94,6.69,1311,93.31,1040,79.33,103,7.86,168,12.81,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41106,Katsdorf,2265,1389,61.32,90,6.48,1299,93.52,1085,83.53,76,5.85,138,10.62,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41107,Klam,712,359,50.42,18,5.01,341,94.99,260,76.25,21,6.16,60,17.6,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41108,Bad Kreuzen,1789,965,53.94,83,8.6,882,91.4,702,79.59,77,8.73,103,11.68,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41109,Langenstein,1985,1189,59.9,73,6.14,1116,93.86,950,85.13,27,2.42,139,12.46,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41110,Luftenberg an der Donau,3140,1845,58.76,104,5.64,1741,94.36,1443,82.88,60,3.45,238,13.67,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41111,Mauthausen,3690,2236,60.6,133,5.95,2103,94.05,1765,83.93,67,3.19,271,12.89,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41112,Mitterkirchen im Machland,1363,753,55.25,72,9.56,681,90.44,553,81.2,47,6.9,81,11.89,0,0,0,0,0,0,0,0,0,0,4/25/10,4/26/10
41113,Münzbach,1337,762,56.99,72,9.45,690,90.55,569,82.46,52,7.54,69,10,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41114,Naarn im Machlande,2732,1543,56.48,128,8.3,1415,91.7,1162,82.12,86,6.08,167,11.8,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41115,Pabneukirchen,1353,715,52.85,61,8.53,654,91.47,534,81.65,48,7.34,72,11.01,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41116,Perg,5868,3431,58.47,230,6.7,3201,93.3,2610,81.54,160,5,431,13.46,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41117,Rechberg,722,467,64.68,48,10.28,419,89.72,352,84.01,49,11.69,18,4.3,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41118,Ried in der Riedmark,3259,2049,62.87,147,7.17,1902,92.83,1597,83.96,132,6.94,173,9.1,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41119,St.Georgen am Walde,1722,977,56.74,76,7.78,901,92.22,743,82.46,64,7.1,94,10.43,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41120,St.Georgen an der Gusen,2964,1955,65.96,126,6.45,1829,93.55,1546,84.53,78,4.26,205,11.21,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41121,St.Nikola an der Donau,580,388,66.9,34,8.76,354,91.24,280,79.1,23,6.5,51,14.41,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41122,St.Thomas am Blasenstein,708,433,61.16,61,14.09,372,85.91,295,79.3,41,11.02,36,9.68,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41123,Saxen,1366,826,60.47,63,7.63,763,92.37,556,72.87,45,5.9,162,21.23,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41124,Schwertberg,3977,2222,55.87,146,6.57,2076,93.43,1740,83.82,84,4.05,252,12.14,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41125,Waldhausen im Strudengau,2297,1351,58.82,106,7.85,1245,92.15,1025,82.33,95,7.63,125,10.04,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41126,Windhaag bei Perg,1090,651,59.72,58,8.91,593,91.09,467,78.75,63,10.62,63,10.62,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41199,Wahlkarten Perg,0,2213,0,155,7,2058,93,1775,86.25,106,5.15,177,8.6,0,0,0,0,0,0,0,0,0,0,4/30/10,4/30/10
41200,Ried im Innkreis,46011,23808,51.74,1768,7.43,22040,92.57,16385,74.34,1541,6.99,4114,18.67,0,0,0,0,0,0,0,0,0,0,4/25/10,4/30/10
41201,Andrichsfurt,559,250,44.72,20,8,230,92,141,61.3,22,9.57,67,29.13,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41202,Antiesenhofen,815,378,46.38,24,6.35,354,93.65,290,81.92,8,2.26,56,15.82,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41203,Aurolzmünster,2314,995,43,70,7.04,925,92.96,652,70.49,67,7.24,206,22.27,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41204,Eberschwang,2685,1307,48.68,80,6.12,1227,93.88,926,75.47,85,6.93,216,17.6,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41205,Eitzing,576,284,49.31,32,11.27,252,88.73,188,74.6,21,8.33,43,17.06,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41206,Geiersberg,443,232,52.37,16,6.9,216,93.1,166,76.85,16,7.41,34,15.74,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41207,Geinberg,1065,528,49.58,50,9.47,478,90.53,327,68.41,29,6.07,122,25.52,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41208,Gurten,915,473,51.69,28,5.92,445,94.08,326,73.26,38,8.54,81,18.2,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41209,Hohenzell,1634,826,50.55,71,8.6,755,91.4,546,72.32,101,13.38,108,14.3,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41210,Kirchdorf am Inn,470,266,56.6,27,10.15,239,89.85,188,78.66,12,5.02,39,16.32,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41211,Kirchheim im Innkreis,551,282,51.18,18,6.38,264,93.62,196,74.24,16,6.06,52,19.7,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41212,Lambrechten,1048,459,43.8,44,9.59,415,90.41,302,72.77,44,10.6,69,16.63,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41213,Lohnsburg am Kobernaußerwald,1832,799,43.61,69,8.64,730,91.36,539,73.84,54,7.4,137,18.77,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41214,Mehrnbach,1907,855,44.83,68,7.95,787,92.05,528,67.09,70,8.89,189,24.02,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41215,Mettmach,2007,868,43.25,63,7.26,805,92.74,555,68.94,50,6.21,200,24.84,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41216,Mörschwang,243,127,52.26,24,18.9,103,81.1,84,81.55,8,7.77,11,10.68,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41217,Mühlheim am Inn,516,268,51.94,8,2.99,260,97.01,176,67.69,26,10,58,22.31,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41218,Neuhofen im Innkreis,1782,954,53.54,59,6.18,895,93.82,712,79.55,55,6.15,128,14.3,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41219,Obernberg am Inn,1177,481,40.87,22,4.57,459,95.43,339,73.86,13,2.83,107,23.31,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41220,Ort im Innkreis,915,431,47.1,25,5.8,406,94.2,283,69.7,23,5.67,100,24.63,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41221,Pattigham,726,360,49.59,43,11.94,317,88.06,221,69.72,28,8.83,68,21.45,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41222,Peterskirchen,572,287,50.17,36,12.54,251,87.46,169,67.33,34,13.55,48,19.12,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41223,Pramet,811,400,49.32,30,7.5,370,92.5,270,72.97,25,6.76,75,20.27,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41224,Reichersberg,1099,556,50.59,43,7.73,513,92.27,392,76.41,19,3.7,102,19.88,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41225,Ried im Innkreis,8484,3979,46.9,240,6.03,3739,93.97,2825,75.55,206,5.51,708,18.94,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41226,St.Georgen b. Obernberg am Inn,471,262,55.63,21,8.02,241,91.98,205,85.06,17,7.05,19,7.88,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41227,St.Marienkirchen am Hausruck,624,368,58.97,48,13.04,320,86.96,205,64.06,51,15.94,64,20,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41228,St.Martin im Innkreis,1293,589,45.55,41,6.96,548,93.04,404,73.72,29,5.29,115,20.99,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41229,Schildorn,891,365,40.97,30,8.22,335,91.78,259,77.31,16,4.78,60,17.91,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41230,Senftenbach,583,319,54.72,17,5.33,302,94.67,221,73.18,34,11.26,47,15.56,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41231,Taiskirchen im Innkreis,1944,970,49.9,84,8.66,886,91.34,653,73.7,69,7.79,164,18.51,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41232,Tumeltsham,1192,567,47.57,62,10.93,505,89.07,372,73.66,47,9.31,86,17.03,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41233,Utzenaich,1213,528,43.53,44,8.33,484,91.67,375,77.48,34,7.02,75,15.5,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41234,Waldzell,1710,731,42.75,47,6.43,684,93.57,526,76.9,38,5.56,120,17.54,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41235,Weilbach,501,249,49.7,28,11.24,221,88.76,166,75.11,15,6.79,40,18.1,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41236,Wippenham,443,262,59.14,25,9.54,237,90.46,200,84.39,8,3.38,29,12.24,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41299,Wahlkarten Ried im Innkreis,0,1953,0,111,5.68,1842,94.32,1458,79.15,113,6.13,271,14.71,0,0,0,0,0,0,0,0,0,0,4/28/10,4/30/10
41300,Rohrbach,46107,26693,57.89,2142,8.02,24551,91.98,19643,80.01,2004,8.16,2904,11.83,0,0,0,0,0,0,0,0,0,0,4/25/10,4/30/10
41301,Afiesl,334,186,55.69,10,5.38,176,94.62,139,78.98,14,7.95,23,13.07,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41302,Ahorn,395,242,61.27,12,4.96,230,95.04,174,75.65,18,7.83,38,16.52,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41303,Aigen im Mühlkreis,1555,794,51.06,65,8.19,729,91.81,602,82.58,37,5.08,90,12.35,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41304,Altenfelden,1750,956,54.69,76,7.95,880,92.05,707,80.34,54,6.14,119,13.52,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41305,Arnreit,891,532,59.71,45,8.46,487,91.54,417,85.63,22,4.52,48,9.86,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41306,Atzesberg,375,224,59.73,26,11.61,198,88.39,146,73.74,26,13.13,26,13.13,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41307,Auberg,445,262,58.88,22,8.4,240,91.6,181,75.42,22,9.17,37,15.42,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41308,Berg bei Rohrbach,2122,1189,56.03,111,9.34,1078,90.66,851,78.94,83,7.7,144,13.36,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41309,Haslach an der Mühl,2132,1308,61.35,89,6.8,1219,93.2,994,81.54,101,8.29,124,10.17,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41310,Helfenberg,816,541,66.3,43,7.95,498,92.05,400,80.32,36,7.23,62,12.45,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41311,Hörbich,327,169,51.68,18,10.65,151,89.35,109,72.19,17,11.26,25,16.56,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41312,Hofkirchen im Mühlkreis,1182,565,47.8,41,7.26,524,92.74,430,82.06,41,7.82,53,10.11,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41313,Julbach,1342,621,46.27,37,5.96,584,94.04,479,82.02,40,6.85,65,11.13,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41314,Kirchberg ob der Donau,866,502,57.97,46,9.16,456,90.84,387,84.87,20,4.39,49,10.75,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41315,Klaffer am Hochficht,1057,466,44.09,26,5.58,440,94.42,343,77.95,23,5.23,74,16.82,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41316,Kleinzell im Mühlkreis,1153,633,54.9,43,6.79,590,93.21,483,81.86,30,5.08,77,13.05,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41317,Kollerschlag,1183,560,47.34,33,5.89,527,94.11,371,70.4,82,15.56,74,14.04,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41318,Lembach im Mühlkreis,1281,726,56.67,61,8.4,665,91.6,504,75.79,64,9.62,97,14.59,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41319,Lichtenau im Mühlkreis,442,267,60.41,42,15.73,225,84.27,171,76,25,11.11,29,12.89,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41320,Nebelberg,512,260,50.78,30,11.54,230,88.46,174,75.65,37,16.09,19,8.26,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41321,Neufelden,993,574,57.8,35,6.1,539,93.9,434,80.52,42,7.79,63,11.69,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41322,Niederkappel,833,506,60.74,61,12.06,445,87.94,322,72.36,63,14.16,60,13.48,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41323,Niederwaldkirchen,1415,790,55.83,49,6.2,741,93.8,617,83.27,43,5.8,81,10.93,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41324,Oberkappel,526,243,46.2,22,9.05,221,90.95,165,74.66,31,14.03,25,11.31,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41325,Oepping,1282,651,50.78,58,8.91,593,91.09,471,79.43,43,7.25,79,13.32,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41326,Peilstein im Mühlviertel,1306,684,52.37,76,11.11,608,88.89,465,76.48,61,10.03,82,13.49,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41327,Pfarrkirchen im Mühlkreis,1184,560,47.3,61,10.89,499,89.11,374,74.95,50,10.02,75,15.03,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41328,Putzleinsdorf,1219,657,53.9,51,7.76,606,92.24,415,68.48,93,15.35,98,16.17,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41329,Neustift im Mühlkreis,1148,573,49.91,36,6.28,537,93.72,447,83.24,48,8.94,42,7.82,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41330,Rohrbach in Oberösterreich,1965,1046,53.23,79,7.55,967,92.45,785,81.18,73,7.55,109,11.27,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41331,St.Johann am Wimberg,801,467,58.3,28,6,439,94,338,76.99,43,9.79,58,13.21,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41332,St.Martin im Mühlkreis,2922,1497,51.23,156,10.42,1341,89.58,1097,81.8,89,6.64,155,11.56,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41333,St.Oswald bei Haslach,435,255,58.62,21,8.24,234,91.76,197,84.19,16,6.84,21,8.97,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41334,St.Peter am Wimberg,1396,825,59.1,69,8.36,756,91.64,627,82.94,56,7.41,73,9.66,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41335,St.Stefan am Walde,684,416,60.82,27,6.49,389,93.51,316,81.23,39,10.03,34,8.74,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41336,St.Ulrich im Mühlkreis,497,295,59.36,21,7.12,274,92.88,233,85.04,17,6.2,24,8.76,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41337,St.Veit im Mühlkreis,984,574,58.33,32,5.57,542,94.43,441,81.37,35,6.46,66,12.18,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41338,Sarleinsbach,1830,1053,57.54,99,9.4,954,90.6,729,76.42,125,13.1,100,10.48,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41339,Schlägl,1103,559,50.68,47,8.41,512,91.59,431,84.18,22,4.3,59,11.52,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41340,Schönegg,435,252,57.93,28,11.11,224,88.89,192,85.71,16,7.14,16,7.14,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41341,Schwarzenberg am Böhmerwald,511,238,46.58,24,10.08,214,89.92,183,85.51,11,5.14,20,9.35,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41342,Ulrichsberg,2478,1202,48.51,76,6.32,1126,93.68,910,80.82,68,6.04,148,13.14,0,0,0,0,0,0,0,0,0,0,4/25/10,4/25/10
41399,Wahlkarten Rohrbach,0,1773,0,110,6.2,1663,93.8,1392,83.7,128,7.7,143,8.6,0,0,0,0,0,0,0,0,0,0,4/30/10,4/30/10
