0,data_year,valueA,name_number,total1,total2,total3
0,2013,Colorado,name623 - 723,1270,80703,2193
0,2013,Colorado,name624 - 724,1159,66500,1473
0,2013,Colorado,name625 - 725,968,26246,3677
0,2013,Colorado,name626 - 726,937,40351,857
0,2013,Colorado,name627 - 727,709,54536,383
0,2013,Colorado,name628 - 728,643,47345,41
0,2013,Colorado,name629 - 729,626,44563,140
0,2013,Colorado,name630 - 730,528,13285,1596
0,2013,Colorado,name631 - 731,498,38711,201
0,2013,Colorado,name632 - 732,496,36676,113
0,2013,Colorado,name633 - 733,474,19901,864
0,2013,Colorado,name634 - 734,334,32005,38
0,2013,Colorado,name635 - 735,327,19913,176
0,2013,Colorado,name636 - 736,309,9762,532
0,2013,Colorado,name637 - 737,295,20980,37
0,2013,Colorado,name638 - 738,281,29234,9
0,2013,Colorado,name639 - 739,276,25769,68
0,2013,Colorado,name640 - 740,270,21966,17
0,2013,Colorado,name641 - 741,268,18090,6
0,2013,Colorado,name642 - 742,222,16185,13
0,2013,Colorado,name643 - 743,198,19553,33
0,2013,Colorado,name644 - 744,197,17430,90
0,2013,Colorado,name645 - 745,195,18179,59
0,2013,Colorado,name646 - 746,192,14758,22
0,2013,Colorado,name647 - 747,179,8364,23
0,2013,Colorado,name648 - 748,166,12421,104
0,2013,Colorado,name649 - 749,166,10769,1
0,2013,Colorado,name650 - 750,150,13641,0
0,2013,Colorado,name651 - 751,132,8591,34
0,2013,Colorado,name652 - 752,127,6022,1
0,2013,Colorado,name653 - 753,124,6503,0
0,2013,Colorado,name654 - 754,119,9600,33
0,2013,Colorado,name655 - 755,112,8451,0
0,2013,Colorado,name656 - 756,111,8256,5
0,2013,Colorado,name657 - 757,110,6762,4
0,2013,Colorado,name658 - 758,103,9334,3
0,2013,Colorado,name659 - 759,100,3508,70
0,2013,Colorado,name660 - 760,98,8773,5
0,2013,Colorado,name661 - 761,98,7350,0
0,2013,Colorado,name662 - 762,85,6237,20
0,2013,Colorado,name663 - 763,82,5899,0
0,2013,Colorado,name664 - 764,75,6877,18
0,2013,Colorado,name665 - 765,73,8499,0
0,2013,Colorado,name666 - 766,68,4858,0
0,2013,Colorado,name667 - 767,67,2441,41
0,2013,Colorado,name668 - 768,64,4976,0
0,2013,Colorado,name669 - 769,57,2173,25
0,2013,Colorado,name670 - 770,49,4957,1
0,2013,Colorado,name671 - 771,49,2027,2
0,2013,Colorado,name672 - 772,30,1765,0
0,2013,Colorado,name673 - 773,26,2276,0
0,2013,Colorado,name674 - 774,23,503,10
0,2013,Colorado,name675 - 775,15,351,0
0,2013,Colorado,name676 - 776,14,461,0
0,2013,Colorado,name677 - 777,13,685,0
0,2013,Colorado,name678 - 778,11,526,0
0,2013,Connecticut,name679 - 779,2229,86313,13073
0,2013,Connecticut,name680 - 780,1933,109113,4052
0,2013,Connecticut,name681 - 781,1357,47759,2408
0,2013,Connecticut,name682 - 782,1285,67844,2031
0,2013,Connecticut,name683 - 783,1151,59052,2738
0,2013,Connecticut,name684 - 784,946,45817,1638
0,2013,Connecticut,name685 - 785,695,24461,2342
0,2013,Connecticut,name686 - 786,534,27527,304
0,2013,Connecticut,name687 - 787,437,23698,153
0,2013,Connecticut,name688 - 788,433,23090,25
0,2013,Connecticut,name689 - 789,423,19447,412
0,2013,Connecticut,name690 - 790,309,9665,133
0,2013,Connecticut,name691 - 791,295,7587,338
0,2013,Connecticut,name692 - 792,244,16761,31
0,2013,Connecticut,name693 - 793,206,14491,67
0,2013,Connecticut,name694 - 794,153,5051,36
0,2013,Connecticut,name695 - 795,142,6932,64
0,2013,Connecticut,name696 - 796,132,7571,89
0,2013,Connecticut,name697 - 797,127,4262,64
0,2013,Connecticut,name698 - 798,125,7687,21
0,2013,Connecticut,name699 - 799,115,5162,17
0,2013,Connecticut,name700 - 800,109,6474,76
0,2013,Connecticut,name701 - 801,101,5255,3
0,2013,Connecticut,name702 - 802,93,3859,64
0,2013,Connecticut,name703 - 803,86,2728,11
0,2013,Connecticut,name704 - 804,78,2203,89
0,2013,Connecticut,name705 - 805,76,3114,9
0,2013,Connecticut,name706 - 806,70,1682,68
0,2013,Connecticut,name707 - 807,66,2649,48
0,2013,Connecticut,name708 - 808,55,2793,0
0,2013,Connecticut,name709 - 809,45,2361,18
0,2013,Connecticut,name710 - 810,45,2577,0
0,2013,Delaware,name711 - 811,1299,67971,4205
0,2013,Delaware,name712 - 812,816,41876,1714
0,2013,Delaware,name713 - 813,745,50559,1157
0,2013,Delaware,name714 - 814,659,55756,166
0,2013,Delaware,name715 - 815,489,31667,406
0,2013,Delaware,name716 - 816,421,35099,957
0,2013,Delaware,name717 - 817,420,21807,963
0,2013,Delaware,name718 - 818,280,17477,65
0,2013,District of Columbia,name719 - 819,656,51602,375
0,2013,District of Columbia,name720 - 820,571,21732,944
0,2013,District of Columbia,name721 - 821,310,26101,28
0,2013,District of Columbia,name722 - 822,76,6204,0
0,2013,District of Columbia,name723 - 823,12,735,21
0,2013,Florida,name724 - 824,23031,1892045,51450
0,2013,Florida,name725 - 825,7417,529990,22837
0,2013,Florida,name726 - 826,7358,408307,19799
0,2013,Florida,name727 - 827,7338,364310,16629
0,2013,Florida,name728 - 828,6208,442675,15969
0,2013,Florida,name729 - 829,5949,364275,20913
0,2013,Florida,name730 - 830,4990,342209,22030
0,2013,Florida,name731 - 831,4976,266959,8561
0,2013,Florida,name732 - 832,4348,248111,8402
0,2013,Florida,name733 - 833,3984,196246,8518
0,2013,Florida,name734 - 834,3840,232487,15305
0,2013,Florida,name735 - 835,3691,195543,12341
0,2013,Florida,name736 - 836,3257,201902,10264
0,2013,Florida,name737 - 837,3232,196145,6069
0,2013,Florida,name738 - 838,2918,184784,8608
0,2013,Florida,name739 - 839,2886,121613,9971
0,2013,Florida,name740 - 840,2221,195615,5179
0,2013,Florida,name741 - 841,2179,107050,4073
0,2013,Florida,name742 - 842,1993,193723,1199
0,2013,Florida,name743 - 843,1915,122416,8276
0,2013,Florida,name744 - 844,1706,89920,4573
0,2013,Florida,name745 - 845,1701,95887,2705
0,2013,Florida,name746 - 846,1509,139314,2034
0,2013,Florida,name747 - 847,1382,84559,2492
0,2013,Florida,name748 - 848,1369,74598,2682
0,2013,Florida,name749 - 849,1341,113817,2259
0,2013,Florida,name750 - 850,1164,54910,3112
0,2013,Florida,name751 - 851,1074,32941,2314
0,2013,Florida,name752 - 852,1054,34466,3382
0,2013,Florida,name753 - 853,972,73648,385
0,2013,Florida,name754 - 854,915,69934,3482
0,2013,Florida,name755 - 855,548,48905,441
0,2013,Florida,name756 - 856,518,42491,327
0,2013,Florida,name757 - 857,452,48948,253
0,2013,Florida,name758 - 858,363,31591,23
0,2013,Florida,name759 - 859,341,34261,96
0,2013,Florida,name760 - 860,259,7692,691
0,2013,Florida,name761 - 861,223,23890,70
0,2013,Florida,name762 - 862,211,22439,50
0,2013,Florida,name763 - 863,206,9717,80
0,2013,Florida,name764 - 864,182,5204,510
0,2013,Georgia,name765 - 865,1367,43746,5928
0,2013,Georgia,name766 - 866,1145,65608,3424
0,2013,Georgia,name767 - 867,1130,48201,2215
0,2013,Georgia,name768 - 868,1094,111905,443
0,2013,Georgia,name769 - 869,1069,89066,4281
0,2013,Georgia,name770 - 870,1067,47041,4612
0,2013,Georgia,name771 - 871,1056,76887,2782
0,2013,Georgia,name772 - 872,1041,47677,3093
0,2013,Georgia,name773 - 873,884,78252,1234
0,2013,Georgia,name774 - 874,871,40088,1232
0,2013,Georgia,name775 - 875,818,90332,161
0,2013,Georgia,name776 - 876,713,65306,2284
0,2013,Georgia,name777 - 877,678,58500,331
0,2013,Georgia,name778 - 878,650,42267,379
0,2013,Georgia,name779 - 879,638,57290,1782
0,2013,Georgia,name780 - 880,619,24833,2562
0,2013,Georgia,name781 - 881,573,33522,3305
0,2013,Georgia,name782 - 882,548,35761,2224
0,2013,Georgia,name783 - 883,530,20851,1821
0,2013,Georgia,name784 - 884,509,50954,97
0,2013,Georgia,name785 - 885,506,52591,43
0,2013,Georgia,name786 - 886,497,27096,1477
0,2013,Georgia,name787 - 887,496,26300,283
0,2013,Georgia,name788 - 888,494,24164,1206
0,2013,Georgia,name789 - 889,487,31357,2493
0,2013,Georgia,name790 - 890,464,35705,566
0,2013,Georgia,name791 - 891,463,21437,537
0,2013,Georgia,name792 - 892,459,26197,850
0,2013,Georgia,name793 - 893,433,31884,205
0,2013,Georgia,name794 - 894,424,21666,1232
0,2013,Georgia,name795 - 895,420,42306,112
0,2013,Georgia,name796 - 896,414,33664,228
0,2013,Georgia,name797 - 897,396,34197,180
0,2013,Georgia,name798 - 898,389,33397,202
0,2013,Georgia,name799 - 899,388,25974,237
0,2013,Georgia,name800 - 900,369,30148,93
0,2013,Georgia,name801 - 901,369,39177,74
0,2013,Georgia,name802 - 902,366,19101,1739
0,2013,Georgia,name803 - 903,361,33695,413
0,2013,Georgia,name804 - 904,356,32631,1527
0,2013,Georgia,name805 - 905,353,41789,186
0,2013,Georgia,name806 - 906,352,25486,236
0,2013,Georgia,name807 - 907,351,28108,2261
0,2013,Georgia,name808 - 908,351,41760,203
0,2013,Georgia,name809 - 909,346,17863,24
0,2013,Georgia,name810 - 910,335,29582,32
0,2013,Georgia,name811 - 911,327,26419,99
0,2013,Georgia,name812 - 912,321,28139,109
0,2013,Georgia,name813 - 913,315,17829,2557
0,2013,Georgia,name814 - 914,306,36571,5
0,2013,Georgia,name815 - 915,304,27452,6
0,2013,Georgia,name816 - 916,300,17703,4524
0,2013,Georgia,name817 - 917,297,22491,185
0,2013,Georgia,name818 - 918,294,14159,692
0,2013,Georgia,name819 - 919,294,27107,231
0,2013,Georgia,name820 - 920,293,12611,731
0,2013,Georgia,name821 - 921,292,26443,78
0,2013,Georgia,name822 - 922,289,7638,463
0,2013,Georgia,name823 - 923,289,34480,0
0,2013,Georgia,name824 - 924,288,39307,31
0,2013,Georgia,name825 - 925,287,17754,380
0,2013,Georgia,name826 - 926,286,21528,944
0,2013,Georgia,name827 - 927,271,27197,94
0,2013,Georgia,name828 - 928,265,25843,207
0,2013,Georgia,name829 - 929,261,22600,102
0,2013,Georgia,name830 - 930,255,7253,971
0,2013,Georgia,name831 - 931,253,24671,20
0,2013,Georgia,name832 - 932,246,14141,164
0,2013,Georgia,name833 - 933,243,20498,44
0,2013,Georgia,name834 - 934,243,16168,149
0,2013,Georgia,name835 - 935,227,22412,42
0,2013,Georgia,name836 - 936,222,18830,3
0,2013,Georgia,name837 - 937,216,19846,176
0,2013,Georgia,name838 - 938,216,19645,48
0,2013,Georgia,name839 - 939,216,18410,0
0,2013,Georgia,name840 - 940,216,20853,18
0,2013,Georgia,name841 - 941,212,22531,38
0,2013,Georgia,name842 - 942,211,17956,81
0,2013,Georgia,name843 - 943,210,15848,13
0,2013,Georgia,name844 - 944,208,15837,334
0,2013,Georgia,name845 - 945,208,18364,66
0,2013,Georgia,name846 - 946,205,15904,17
0,2013,Georgia,name847 - 947,203,13306,402
0,2013,Georgia,name848 - 948,199,16165,44
0,2013,Georgia,name849 - 949,199,16035,45
0,2013,Georgia,name850 - 950,196,15397,59
0,2013,Georgia,name851 - 951,194,16288,49
0,2013,Georgia,name852 - 952,192,23247,4
0,2013,Georgia,name853 - 953,191,15181,79
0,2013,Georgia,name854 - 954,189,17186,217
0,2013,Georgia,name855 - 955,186,24209,0
0,2013,Georgia,name856 - 956,177,14138,34
0,2013,Georgia,name857 - 957,175,13835,0
0,2013,Georgia,name858 - 958,173,15182,381
0,2013,Georgia,name859 - 959,168,16215,89
0,2013,Georgia,name860 - 960,167,17171,76
0,2013,Georgia,name861 - 961,167,18331,42
0,2013,Georgia,name862 - 962,166,13349,43
0,2013,Georgia,name863 - 963,164,14115,16
0,2013,Georgia,name864 - 964,158,20609,5
0,2013,Georgia,name865 - 965,158,9006,75
0,2013,Georgia,name866 - 966,157,10531,1956
0,2013,Georgia,name867 - 967,157,21282,81
0,2013,Georgia,name868 - 968,154,13857,7
0,2013,Georgia,name869 - 969,154,8606,9
0,2013,Georgia,name870 - 970,152,12871,54
0,2013,Georgia,name871 - 971,150,20090,11
0,2013,Georgia,name872 - 972,149,13214,13
0,2013,Georgia,name873 - 973,145,10088,12
0,2013,Georgia,name874 - 974,144,15314,92
0,2013,Georgia,name875 - 975,142,15541,93
0,2013,Georgia,name876 - 976,142,4143,104
0,2013,Georgia,name877 - 977,141,12179,49
0,2013,Georgia,name878 - 978,141,7559,179
0,2013,Georgia,name879 - 979,140,18708,19
0,2013,Georgia,name880 - 980,140,6621,61
0,2013,Georgia,name881 - 981,134,10393,11
0,2013,Georgia,name882 - 982,134,7284,205
0,2013,Georgia,name883 - 983,131,8242,243
0,2013,Georgia,name884 - 984,130,13071,100
0,2013,Georgia,name885 - 985,130,11719,26
0,2013,Georgia,name886 - 986,113,7325,3
0,2013,Georgia,name887 - 987,112,13029,11
0,2013,Georgia,name888 - 988,107,10586,0
0,2013,Georgia,name889 - 989,106,8013,85
0,2013,Georgia,name890 - 990,104,14456,43
0,2013,Georgia,name891 - 991,104,10667,85
0,2013,Georgia,name892 - 992,103,12533,0
0,2013,Georgia,name893 - 993,100,10661,19
0,2013,Georgia,name894 - 994,98,9585,3
0,2013,Georgia,name895 - 995,96,7734,0
0,2013,Georgia,name896 - 996,96,11371,5
0,2013,Georgia,name897 - 997,94,8731,0
0,2013,Georgia,name898 - 998,92,8404,7
0,2013,Georgia,name899 - 999,90,7482,5
0,2013,Georgia,name900 - 1000,86,10712,33
0,2013,Georgia,name901 - 1001,86,7380,36
0,2013,Georgia,name902 - 1002,85,5945,291
0,2013,Georgia,name903 - 1003,83,6583,42
0,2013,Georgia,name904 - 1004,82,9844,0
0,2013,Georgia,name905 - 1005,82,7140,17
0,2013,Georgia,name906 - 1006,80,5389,3
0,2013,Georgia,name907 - 1007,79,3758,25
0,2013,Georgia,name908 - 1008,78,3298,15
0,2013,Georgia,name909 - 1009,78,7289,4
0,2013,Georgia,name910 - 1010,76,6545,14
0,2013,Georgia,name911 - 1011,74,9563,36
0,2013,Georgia,name912 - 1012,71,6061,0
0,2013,Georgia,name913 - 1013,65,2211,1006
0,2013,Georgia,name914 - 1014,65,5397,1
0,2013,Georgia,name915 - 1015,61,4754,11
0,2013,Georgia,name916 - 1016,60,5840,0
0,2013,Georgia,name917 - 1017,58,7378,15
0,2013,Georgia,name918 - 1018,56,7229,14
0,2013,Georgia,name919 - 1019,56,5947,5
0,2013,Georgia,name920 - 1020,55,6867,0
0,2013,Georgia,name921 - 1021,54,6123,0
0,2013,Georgia,name922 - 1022,54,6508,6
0,2013,Georgia,name923 - 1023,52,6350,9
0,2013,Georgia,name924 - 1024,51,4369,0
0,2013,Georgia,name925 - 1025,48,4665,0
0,2013,Georgia,name926 - 1026,48,3536,18
0,2013,Georgia,name927 - 1027,47,2783,0
0,2013,Georgia,name928 - 1028,44,5414,0
0,2013,Georgia,name929 - 1029,41,3902,38
0,2013,Georgia,name930 - 1030,41,2099,5
0,2013,Georgia,name931 - 1031,38,4700,12
0,2013,Georgia,name932 - 1032,38,4271,32
0,2013,Georgia,name933 - 1033,37,3017,0
0,2013,Georgia,name934 - 1034,37,5617,0
0,2013,Georgia,name935 - 1035,31,5057,0
0,2013,Georgia,name936 - 1036,29,3878,0
0,2013,Georgia,name937 - 1037,29,3656,0
0,2013,Georgia,name938 - 1038,28,471,127
0,2013,Georgia,name939 - 1039,24,2340,0
0,2013,Georgia,name940 - 1040,23,1423,0
0,2013,Georgia,name941 - 1041,21,1313,0
0,2013,Georgia,name942 - 1042,16,2686,17
0,2013,Georgia,name943 - 1043,15,993,16
0,2013,Georgia,name944 - 1044,14,2044,2
0,2013,Guam,name945 - 1045,46,2061,0
0,2013,Guam,name946 - 1046,23,2032,0
0,2013,Hawaii,name947 - 1047,1331,67523,893
0,2013,Hawaii,name948 - 1048,1205,79182,16
0,2013,Hawaii,name949 - 1049,599,39759,0
0,2013,Hawaii,name950 - 1050,570,50405,76
0,2013,Hawaii,name951 - 1051,352,21095,12
0,2013,Hawaii,name952 - 1052,321,14865,0
0,2013,Hawaii,name953 - 1053,183,9554,0
0,2013,Hawaii,name954 - 1054,173,19392,28
0,2013,Hawaii,name955 - 1055,96,5517,0
0,2013,Idaho,name956 - 1056,898,90418,61
0,2013,Idaho,name957 - 1057,752,38851,1772
0,2013,Idaho,name958 - 1058,541,34793,24
0,2013,Idaho,name959 - 1059,453,40702,14
0,2013,Idaho,name960 - 1060,366,33062,28
0,2013,Idaho,name961 - 1061,279,21788,10
0,2013,Idaho,name962 - 1062,272,16164,8
0,2013,Idaho,name963 - 1063,264,23062,0
0,2013,Idaho,name964 - 1064,262,25107,0
0,2013,Idaho,name965 - 1065,257,25888,0
0,2013,Idaho,name966 - 1066,244,24049,0
0,2013,Idaho,name967 - 1067,228,21517,0
0,2013,Idaho,name968 - 1068,228,24893,4
0,2013,Idaho,name969 - 1069,226,16351,58
0,2013,Idaho,name970 - 1070,217,24423,6
0,2013,Idaho,name971 - 1071,211,16319,18
0,2013,Idaho,name972 - 1072,187,20821,4
0,2013,Idaho,name973 - 1073,178,15099,0
0,2013,Idaho,name974 - 1074,173,13455,0
0,2013,Idaho,name975 - 1075,173,12678,22
0,2013,Idaho,name976 - 1076,158,19258,0
0,2013,Idaho,name977 - 1077,140,14353,0
0,2013,Idaho,name978 - 1078,125,10314,9
0,2013,Idaho,name979 - 1079,123,12196,27
0,2013,Idaho,name980 - 1080,121,8003,0
0,2013,Idaho,name981 - 1081,113,6850,18
0,2013,Idaho,name982 - 1082,112,4759,13
0,2013,Idaho,name983 - 1083,104,5517,52
0,2013,Idaho,name984 - 1084,99,6846,7
0,2013,Idaho,name985 - 1085,97,7489,0
0,2013,Idaho,name986 - 1086,80,10146,0
0,2013,Idaho,name987 - 1087,72,9113,0
0,2013,Idaho,name988 - 1088,58,5845,0
0,2013,Idaho,name989 - 1089,55,2771,8
0,2013,Idaho,name990 - 1090,50,6833,4
0,2013,Idaho,name991 - 1091,39,4350,0
0,2013,Idaho,name992 - 1092,36,2942,0
0,2013,Idaho,name993 - 1093,36,2885,0
0,2013,Idaho,name994 - 1094,31,1625,0
0,2013,Idaho,name995 - 1095,31,1340,0
0,2013,Idaho,name996 - 1096,24,3894,0
0,2013,Idaho,name997 - 1097,18,1418,0
0,2013,Illinois,name998 - 1098,3039,146119,8189
0,2013,Illinois,name999 - 1099,2278,144326,4775
0,2013,Illinois,name1000 - 1100,2205,144277,4416
0,2013,Illinois,name1001 - 1101,2060,105532,3633
0,2013,Illinois,name1002 - 1102,1872,80623,3600
0,2013,Illinois,name1003 - 1103,1856,73338,1672
0,2013,Illinois,name1004 - 1104,1836,175246,531
0,2013,Illinois,name1005 - 1105,1836,117632,3675
0,2013,Illinois,name1006 - 1106,1393,136974,17
0,2013,Illinois,name1007 - 1107,1070,50120,3029
0,2013,Illinois,name1008 - 1108,1048,91984,392
0,2013,Illinois,name1009 - 1109,1029,45039,1986
0,2013,Illinois,name1010 - 1110,994,46021,1410
0,2013,Illinois,name1011 - 1111,917,42144,219
0,2013,Illinois,name1012 - 1112,905,31306,3164
0,2013,Illinois,name1013 - 1113,883,46918,1312
0,2013,Illinois,name1014 - 1114,848,47725,819
0,2013,Illinois,name1015 - 1115,810,39219,649
0,2013,Illinois,name1016 - 1116,785,38751,489
0,2013,Illinois,name1017 - 1117,727,43714,123
0,2013,Illinois,name1018 - 1118,725,57519,24
0,2013,Illinois,name1019 - 1119,723,35727,761
0,2013,Illinois,name1020 - 1120,665,20670,1424
0,2013,Illinois,name1021 - 1121,654,43942,205
0,2013,Illinois,name1022 - 1122,616,20532,21
0,2013,Illinois,name1023 - 1123,567,29255,445
0,2013,Illinois,name1024 - 1124,558,47288,0
0,2013,Illinois,name1025 - 1125,550,32578,277
0,2013,Illinois,name1026 - 1126,541,30100,122
0,2013,Illinois,name1027 - 1127,535,50295,16
0,2013,Illinois,name1028 - 1128,488,16356,185
0,2013,Illinois,name1029 - 1129,449,16886,160
0,2013,Illinois,name1030 - 1130,408,17979,125
0,2013,Illinois,name1031 - 1131,405,22411,22
0,2013,Illinois,name1032 - 1132,400,11952,638
0,2013,Illinois,name1033 - 1133,393,36321,69
0,2013,Illinois,name1034 - 1134,366,41147,47
0,2013,Illinois,name1035 - 1135,358,12792,1177
0,2013,Illinois,name1036 - 1136,339,16023,367
0,2013,Illinois,name1037 - 1137,323,13966,366
0,2013,Illinois,name1038 - 1138,320,19283,61
0,2013,Illinois,name1039 - 1139,318,12659,132
0,2013,Illinois,name1040 - 1140,311,13808,63
0,2013,Illinois,name1041 - 1141,308,20167,123
0,2013,Illinois,name1042 - 1142,302,13924,0
0,2013,Illinois,name1043 - 1143,302,27302,33
0,2013,Illinois,name1044 - 1144,291,27294,51
0,2013,Illinois,name1045 - 1145,290,19990,120
0,2013,Illinois,name1046 - 1146,283,21255,48
0,2013,Illinois,name1047 - 1147,281,11598,34
0,2013,Illinois,name1048 - 1148,277,18715,141
0,2013,Illinois,name1049 - 1149,272,12784,25
0,2013,Illinois,name1050 - 1150,270,24615,2
0,2013,Illinois,name1051 - 1151,260,8332,292
0,2013,Illinois,name1052 - 1152,258,14061,53
0,2013,Illinois,name1053 - 1153,234,19940,31
0,2013,Illinois,name1054 - 1154,228,21936,24
0,2013,Illinois,name1055 - 1155,228,15438,14
0,2013,Illinois,name1056 - 1156,225,15454,0
0,2013,Illinois,name1057 - 1157,218,4849,238
0,2013,Illinois,name1058 - 1158,203,18294,65
0,2013,Illinois,name1059 - 1159,193,6606,68
0,2013,Illinois,name1060 - 1160,191,10268,89
0,2013,Illinois,name1061 - 1161,188,13798,0
0,2013,Illinois,name1062 - 1162,186,10965,0
0,2013,Illinois,name1063 - 1163,178,10283,5
0,2013,Illinois,name1064 - 1164,174,9442,462
0,2013,Illinois,name1065 - 1165,167,8489,135
0,2013,Illinois,name1066 - 1166,165,6220,93
0,2013,Illinois,name1067 - 1167,150,6508,10
0,2013,Illinois,name1068 - 1168,146,5987,58
0,2013,Illinois,name1069 - 1169,143,10106,89
0,2013,Illinois,name1070 - 1170,140,11415,0
0,2013,Illinois,name1071 - 1171,133,9343,16
0,2013,Illinois,name1072 - 1172,125,9899,20
0,2013,Illinois,name1073 - 1173,118,6973,72
0,2013,Illinois,name1074 - 1174,116,2813,238
0,2013,Illinois,name1075 - 1175,109,7648,0
0,2013,Illinois,name1076 - 1176,105,10622,0
0,2013,Illinois,name1077 - 1177,103,5772,54
0,2013,Illinois,name1078 - 1178,96,3704,0
0,2013,Illinois,name1079 - 1179,96,6057,17
0,2013,Illinois,name1080 - 1180,93,4177,55
0,2013,Illinois,name1081 - 1181,92,2740,62
0,2013,Illinois,name1082 - 1182,91,3973,47
0,2013,Illinois,name1083 - 1183,87,3381,60
0,2013,Illinois,name1084 - 1184,86,5347,3
0,2013,Illinois,name1085 - 1185,84,3370,48
0,2013,Illinois,name1086 - 1186,83,3182,0
0,2013,Illinois,name1087 - 1187,81,4561,0
0,2013,Illinois,name1088 - 1188,80,3582,0
0,2013,Illinois,name1089 - 1189,73,6328,2
0,2013,Illinois,name1090 - 1190,69,8002,1
0,2013,Illinois,name1091 - 1191,63,5663,0
0,2013,Illinois,name1092 - 1192,62,5345,0
0,2013,Illinois,name1093 - 1193,61,2163,0
0,2013,Illinois,name1094 - 1194,58,1031,0
0,2013,Illinois,name1095 - 1195,57,3147,0
0,2013,Illinois,name1096 - 1196,54,1774,7
0,2013,Illinois,name1097 - 1197,54,2342,0
0,2013,Illinois,name1098 - 1198,53,6353,6
0,2013,Illinois,name1099 - 1199,52,5146,0
0,2013,Illinois,name1100 - 1200,51,2373,60
0,2013,Illinois,name1101 - 1201,47,3180,0
0,2013,Illinois,name1102 - 1202,47,4510,0
0,2013,Illinois,name1103 - 1203,42,2056,0
0,2013,Illinois,name1104 - 1204,38,3910,4
0,2013,Illinois,name1105 - 1205,26,1882,0
0,2013,Illinois,name1106 - 1206,25,2116,0
0,2013,Illinois,name1107 - 1207,23,2920,0
0,2013,Illinois,name1108 - 1208,15,909,0
0,2013,Illinois,name1109 - 1209,12,704,0
0,2013,Indiana,name1110 - 1210,1747,101670,2086
0,2013,Indiana,name1111 - 1211,1006,81663,296
0,2013,Indiana,name1112 - 1212,1001,68582,2101
0,2013,Indiana,name1113 - 1213,945,33790,2084
0,2013,Indiana,name1114 - 1214,933,49890,2477
0,2013,Indiana,name1115 - 1215,928,77593,0
0,2013,Indiana,name1116 - 1216,928,34769,1595
0,2013,Indiana,name1117 - 1217,887,29145,1579
0,2013,Indiana,name1118 - 1218,855,36755,795
0,2013,Indiana,name1119 - 1219,820,63603,215
0,2013,Indiana,name1120 - 1220,695,34897,1337
0,2013,Indiana,name1121 - 1221,674,48334,72
0,2013,Indiana,name1122 - 1222,672,23396,2149
0,2013,Indiana,name1123 - 1223,655,41934,98
0,2013,Indiana,name1124 - 1224,647,16898,894
0,2013,Indiana,name1125 - 1225,633,53021,3
0,2013,Indiana,name1126 - 1226,626,53914,47
0,2013,Indiana,name1127 - 1227,595,48838,8
0,2013,Indiana,name1128 - 1228,583,40874,222
0,2013,Indiana,name1129 - 1229,562,28736,1312
0,2013,Indiana,name1130 - 1230,525,36517,146
0,2013,Indiana,name1131 - 1231,522,21832,38
0,2013,Indiana,name1132 - 1232,507,31062,7
0,2013,Indiana,name1133 - 1233,496,42078,100
0,2013,Indiana,name1134 - 1234,488,32208,485
0,2013,Indiana,name1135 - 1235,448,11961,1302
0,2013,Indiana,name1136 - 1236,445,24129,0
0,2013,Indiana,name1137 - 1237,430,32723,67
0,2013,Indiana,name1138 - 1238,397,21580,2
0,2013,Indiana,name1139 - 1239,348,22262,62
0,2013,Indiana,name1140 - 1240,337,27728,235
0,2013,Indiana,name1141 - 1241,334,8869,1178
0,2013,Indiana,name1142 - 1242,334,13810,421
0,2013,Indiana,name1143 - 1243,333,25766,77
0,2013,Indiana,name1144 - 1244,331,11459,963
0,2013,Indiana,name1145 - 1245,318,27715,23
0,2013,Indiana,name1146 - 1246,315,20578,312
0,2013,Indiana,name1147 - 1247,309,15513,194
0,2013,Indiana,name1148 - 1248,300,15778,216
0,2013,Indiana,name1149 - 1249,285,20793,51
0,2013,Indiana,name1150 - 1250,280,11222,663
0,2013,Indiana,name1151 - 1251,278,18206,16
0,2013,Indiana,name1152 - 1252,277,12540,33
0,2013,Indiana,name1153 - 1253,248,16495,37
0,2013,Indiana,name1154 - 1254,242,16699,0
0,2013,Indiana,name1155 - 1255,224,17040,0
0,2013,Indiana,name1156 - 1256,221,9764,178
0,2013,Indiana,name1157 - 1257,210,21027,5
0,2013,Indiana,name1158 - 1258,207,6416,582
0,2013,Indiana,name1159 - 1259,196,6920,420
0,2013,Indiana,name1160 - 1260,193,18177,0
0,2013,Indiana,name1161 - 1261,192,17062,73
0,2013,Indiana,name1162 - 1262,188,9261,150
0,2013,Indiana,name1163 - 1263,186,10825,46
0,2013,Indiana,name1164 - 1264,176,9142,35
0,2013,Indiana,name1165 - 1265,173,9314,48
0,2013,Indiana,name1166 - 1266,161,12662,69
0,2013,Indiana,name1167 - 1267,157,7591,171
0,2013,Indiana,name1168 - 1268,154,9748,2
0,2013,Indiana,name1169 - 1269,143,12729,6
0,2013,Indiana,name1170 - 1270,142,7328,117
0,2013,Indiana,name1171 - 1271,142,11965,11
0,2013,Indiana,name1172 - 1272,140,9908,7
0,2013,Indiana,name1173 - 1273,139,10598,12
0,2013,Indiana,name1174 - 1274,138,3170,179
0,2013,Indiana,name1175 - 1275,124,9699,0
0,2013,Indiana,name1176 - 1276,121,11089,0
0,2013,Indiana,name1177 - 1277,114,4877,50
0,2013,Indiana,name1178 - 1278,105,3688,17
