Name,Category,Value
B178,B,0.770269454
A83,A,0.818301754
B572,B,0.558026892
A964,A,0.417716799
B924,B,0.057853851
A580,A,0.535573311
B867,B,0.149528504
A403,A,0.289421731
B223,B,0.769438825
A113,A,0.234663026
B363,B,0.366951795
A604,A,0.570897919
B173,B,0.081990374
A780,A,0.40585016
B90,B,0.629972941
A870,A,0.392648557
B161,B,0.288416509
A44,A,0.635397416
B429,B,0.339435258
A965,A,0.247263344
B246,B,0.286952239
A960,A,0.417534379
B408,B,0.671901554
A186,A,0.704897462
B492,B,0.023930618
A449,A,0.384281734
B763,B,0.823006352
A130,A,0.305340643
B540,B,0.190844424
A896,A,0.417105012
B849,B,0.659256811
A380,A,0.29102015
B40,B,0.512077012
A0,A,0.096488142
B920,B,0.112248201
A921,A,0.890915092
B510,B,0.049000216
A922,A,0.830597027
B129,B,0.139162286
A991,A,0.802831335
B272,B,0.134604086
A600,A,0.589637299
B923,B,0.34411286
A386,A,0.700294418
B307,B,0.274146071
A239,A,0.528113672
B967,B,0.582623398
A83,A,0.573230662
B982,B,0.24379097
A78,A,0.537039435
B492,B,0.640241677
A307,A,0.148658036
B103,B,0.823599153
A927,A,0.173019227
B475,B,0.418069033
A533,A,0.322126311
B812,B,0.634594459
A956,A,0.985471647
B914,B,0.548608661
A976,A,0.26084918
B763,B,0.536677951
A326,A,0.42691173
B268,B,0.101274028
A607,A,0.354205506
B298,B,0.374682312
A291,A,0.57155612
B528,B,0.594928464
A836,A,0.042133668
B360,B,0.310244265
A42,A,0.181417091
B807,B,0.351447011
A960,A,0.44729724
B504,B,0.848692916
A207,A,0.495759574
B644,B,0.714329353
A683,A,0.233983401
B631,B,0.101616884
A302,A,0.84469359
B240,B,0.204295199
A523,A,0.949856164
B8,B,0.360915985
A411,A,0.899247381
B820,B,0.348255354
A96,A,0.324284344
B414,B,0.529275808
A118,A,0.66462053
B186,B,0.21762993
A525,A,0.97421769
B550,B,0.455967473
A315,A,0.357031769
B294,B,0.727909334
A82,A,0.145690219
B624,B,0.980217767
A60,A,0.516991905
B431,B,0.894819327
A113,A,0.445530343
B50,B,0.006379261
A367,A,0.336884598
B725,B,0.934473604
A736,A,0.606414646
B607,B,0.455153317
A103,A,0.544662109
B607,B,0.955558161
A948,A,0.427923206
B690,B,0.480505424
A450,A,0.562339608
B389,B,0.997043294
A957,A,0.00436507
B241,B,0.991282194
A432,A,0.630289866
B413,B,0.287749419
A729,A,0.974060536
B958,B,0.694161395
A852,A,0.689822001
B172,B,0.566926271
A200,A,0.516959184
B984,B,0.095539192
A578,A,0.95512636
B485,B,0.365230414
A858,A,0.826448515
B389,B,0.349847338
A279,A,0.138044946
B845,B,0.188518828
A343,A,0.540628013
B147,B,0.178826849
A625,A,0.68511361
B206,B,0.867095634
A471,A,0.440027195
B59,B,0.068741171
A75,A,0.883352435
B818,B,0.420736832
A747,A,0.589075202
B271,B,0.055910617
A872,A,0.358732333
B765,B,0.424321165
A501,A,0.860386391
B874,B,0.724838659
A138,A,0.240245091
B146,B,0.547803541
A241,A,0.329748612
B464,B,0.333653529
A624,A,0.165038606
B450,B,0.741370775
A242,A,0.273713242
B911,B,0.395356637
A493,A,0.911327467
B766,B,0.874057811
A114,A,0.473673481
B176,B,0.798636409
A631,A,0.208039542
B940,B,0.732553755
A663,A,0.770260574
B149,B,0.853211324
A6,A,0.620223512
B61,B,0.136078845
A927,A,0.11784838
B988,B,0.426885361
A468,A,0.586004141
B359,B,0.269592254
A746,A,0.357752119
B799,B,0.370709027
A9,A,0.201133624
B652,B,0.818337334
A496,A,0.411628226
B432,B,0.809432955
A604,A,0.603390859
B651,B,0.42072179
A388,A,0.580355911
B176,B,0.596908114
A171,A,0.391177767
B597,B,0.904691142
A957,A,0.271878823
B133,B,0.619882235
A621,A,0.900039582
B596,B,0.870322364
A169,A,0.91736337
B527,B,0.444966335
A215,A,0.983981729
B388,B,0.467596162
A961,A,0.857177729
B619,B,0.249239213
A57,A,0.397590539
B655,B,0.490781069
A458,A,0.499495946
B998,B,0.281229691
A974,A,0.775676494
B294,B,0.901026328
A475,A,0.395025617
B984,B,0.42610751
A489,A,0.957444442
B397,B,0.85998463
A314,A,0.139658353
B596,B,0.117347906
A422,A,0.423378039
B689,B,0.848088096
A430,A,0.214786202
B234,B,0.882683955
A957,A,0.435496026
B941,B,0.584732407
A2,A,0.235044658
B887,B,0.612461617
A352,A,0.379935466
B853,B,0.412848528
A970,A,0.671554446
B674,B,0.792804982
A495,A,0.488730802
B582,B,0.323727174
A960,A,0.711120529
B528,B,0.542282152
A847,A,0.552173668
B323,B,0.752251916
A241,A,0.875098723
B817,B,0.236573086
A558,A,0.646174006
B733,B,0.538354755
A534,A,0.328690508
B479,B,0.877088931
A317,A,0.75556887
B919,B,0.890591163
A391,A,0.28927225
B447,B,0.804462232
A435,A,0.029150621
B845,B,0.67309589
A295,A,0.394797383
B114,B,0.241775764
A325,A,0.161040342
B324,B,0.572560972
A59,A,0.338467833
B554,B,0.465448075
A100,A,0.246426113
B743,B,0.850642661
A791,A,0.194674473
B959,B,0.239122899
A252,A,0.435824974
B100,B,0.018580756
A815,A,0.999619003
B924,B,0.849138229
A752,A,0.715368383
B223,B,0.739725319
A904,A,0.296187786
B216,B,0.187968537
A293,A,0.155117451
B189,B,0.995566031
A709,A,0.806110908
B926,B,0.197114368
A333,A,0.698011603
B769,B,0.191745853
A480,A,0.129856596
B105,B,0.038255166
A621,A,0.856179389
B996,B,0.458707714
A798,A,0.470262022
B968,B,0.589758787
A278,A,0.435728841
B210,B,0.36267964
A108,A,0.453070398
B122,B,0.570626927
A437,A,0.150350952
B892,B,0.364353601
A334,A,0.163281418
B699,B,0.189810535
A812,A,0.833935864
B433,B,0.884038894
A505,A,0.842723778
B808,B,0.9297051
A124,A,0.43918363
B675,B,0.399278651
A164,A,0.64672887
B106,B,0.11177695
A494,A,0.285712794
B354,B,0.663151843
A176,A,0.74217544
B611,B,0.804087841
A823,A,0.457860677
B510,B,0.428969065
A42,A,0.184609321
B531,B,0.574766372
A13,A,0.865244033
B179,B,0.284689432
A984,A,0.956769562
B793,B,0.675503143
A626,A,0.324094912
B751,B,0.970141944
A409,A,0.733665151
B563,B,0.107407711
A396,A,0.588304394
B55,B,0.814673644
A807,A,0.643320395
B405,B,0.069512084
A376,A,0.490668232
B663,B,0.730129654
A432,A,0.248398719
B827,B,0.716575948
A993,A,0.367411756
B159,B,0.65070274
A878,A,0.033275639
B894,B,0.020743844
A114,A,0.877396024
B109,B,0.908998069
A652,A,0.328863869
B354,B,0.034736614
A348,A,0.491321077
B577,B,0.522927968
A710,A,0.228970664
B475,B,0.506322661
A654,A,0.26370001
B153,B,0.772282064
A333,A,0.826778368
B254,B,0.84533575
A278,A,0.466718369
B814,B,0.722909981
A616,A,0.892524077
B100,B,0.205140148
A495,A,0.050991859
B174,B,0.505416469
A795,A,0.897883136
B784,B,0.315601587
A399,A,0.554142642
B257,B,0.3817818
A81,A,0.245354742
B66,B,0.496322943
A421,A,0.023305557
B978,B,0.127055018
A605,A,0.292343597
B507,B,0.018497984
A261,A,0.402423304
B666,B,0.459639361
A911,A,0.287300473
B746,B,0.08572354
A994,A,0.338699548
B883,B,0.535328206
A460,A,0.2981353
B614,B,0.590709933
A797,A,0.447759073
B763,B,0.135671589
A235,A,0.142254448
B399,B,0.176856877
A137,A,0.93866642
B73,B,0.14878724
A630,A,0.332589258
B66,B,0.763622807
A175,A,0.053918585
B762,B,0.654931775
A748,A,0.252613111
B242,B,0.089742409
A914,A,0.532083538
B519,B,0.18939052
A585,A,0.584893794
B45,B,0.253182104
A48,A,0.869648132
B599,B,0.487381388
A152,A,0.042772821
B528,B,0.21401913
A429,A,0.699054382
B301,B,0.590766912
A842,A,0.833893465
B462,B,0.547492668
A331,A,0.451134272
B441,B,0.156422773
A531,A,0.91146043
B623,B,0.949358137
A225,A,0.503542855
B80,B,0.750484843
A844,A,0.811269189
B9,B,0.33338594
A127,A,0.122733
B180,B,0.156161181
A920,A,0.397471702
B703,B,0.536984487
A76,A,0.678812079
B597,B,0.289321228
A713,A,0.338022991
B860,B,0.552484986
A430,A,0.041125388
B694,B,0.601894508
A488,A,0.990318071
B698,B,0.256975653
A52,A,0.341464215
B822,B,0.2583871
A923,A,0.782584892
B513,B,0.013773379
A22,A,0.816539362
B522,B,0.154688221
A496,A,0.277834109
B997,B,0.570249478
A897,A,0.599573282
B77,B,0.881215135
A711,A,0.474791052
B397,B,0.285045049
A100,A,0.587814311
B313,B,0.171175379
A970,A,0.261547693
B466,B,0.020532933
A521,A,0.389478276
B298,B,0.913217691
A766,A,0.033103496
B502,B,0.880962152
A357,A,0.148885074
B566,B,0.72813019
A201,A,0.293236961
B315,B,0.132777631
A852,A,0.748895527
B324,B,0.897088979
A164,A,0.453969787
B607,B,0.758396398
A994,A,0.549817347
B925,B,0.734402759
A256,A,0.319776753
B675,B,0.329293477
A72,A,0.016425536
B937,B,0.516477201
A98,A,0.437962543
B422,B,0.24401251
A807,A,0.352007138
B747,B,0.360636923
A115,A,0.113337294
B683,B,0.031001073
A102,A,0.871030141
B313,B,0.985257469
A157,A,0.099047632
B811,B,0.063219143
A380,A,0.095948165
B428,B,0.910065336
A979,A,0.237784975
B971,B,0.086039434
A262,A,0.103707635
B957,B,0.026134609
A951,A,0.170684808
B146,B,0.548412594
A399,A,0.944015173
B885,B,0.999415265
A595,A,0.43666385
B151,B,0.413353621
A922,A,0.573139844
B895,B,0.427832909
A973,A,0.62357599
B657,B,0.924202713
A704,A,0.309067291
B149,B,0.6303647
A815,A,0.484053044
B48,B,0.589907244
A41,A,0.623440352
B166,B,0.289910105
A751,A,0.665421396
B453,B,0.562344835
A430,A,0.16732211
B280,B,0.01698039
A200,A,0.699084369
B796,B,0.028610288
A184,A,0.026284723
B580,B,0.170217969
A650,A,0.798972253
B835,B,0.023157473
A784,A,0.850358885
B501,B,0.796805873
A627,A,0.452131435
B814,B,0.099427127
A399,A,0.691831061
B1,B,0.631704996
A260,A,0.832108877
B844,B,0.819729878
A193,A,0.225534665
B823,B,0.638395731
A233,A,0.738725611
B413,B,0.749425637
A156,A,0.912042181
B251,B,0.806496873
A93,A,0.823668705
B540,B,0.077865183
A951,A,0.912376578
B324,B,0.305551259
A555,A,0.681668965
B232,B,0.882795113
A644,A,0.013882546
B416,B,0.508681048
A233,A,0.25314685
B336,B,0.469093202
A650,A,0.428830816
B821,B,0.092078425
A441,A,0.064987131
B920,B,0.424412849
A65,A,0.625036514
B589,B,0.468301021
A80,A,0.437500066
B920,B,0.228488909
A629,A,0.220553877
B439,B,0.359550235
A115,A,0.94993331
B343,B,0.068463564
A353,A,0.925405758
B405,B,0.127954068
A199,A,0.942589672
B285,B,0.179593732
A523,A,0.2993571
B802,B,0.838190006
A95,A,0.200803338
B504,B,0.209845101
A293,A,0.233341666
B843,B,0.571551498
A936,A,0.281830702
B930,B,0.374297131
A711,A,0.31369085
B16,B,0.523541814
A368,A,0.619310518
B15,B,0.73248002
A363,A,0.820085165
B386,B,0.89651061
A161,A,0.680576941
B65,B,0.533701978
A668,A,0.187682678
B635,B,0.671562085
A972,A,0.074803841
B734,B,0.774712369
A825,A,0.565130074
B647,B,0.546676338
A85,A,0.399182679
B917,B,0.92254694
A619,A,0.98865437
B675,B,0.353713316
A753,A,0.795662544
B506,B,0.882761507
A138,A,0.664486825
B664,B,0.803916921
A24,A,0.427823733
B570,B,0.980547718
A55,A,0.050796025
B503,B,0.881690495
A233,A,0.355234382
B686,B,0.590958863
A369,A,0.702440439
B627,B,0.843343805
A444,A,0.944612682
B127,B,0.505629535
A686,A,0.883740227
B488,B,0.258307084
A166,A,0.732937599
B70,B,0.0094388
A192,A,0.552451902
B632,B,0.463390406
A155,A,0.358320921
B721,B,0.49700574
A45,A,0.160272652
B506,B,0.622229736
A505,A,0.928132549
B369,B,0.564262163
A428,A,0.977062225
B971,B,0.305645471
A710,A,0.376623667
B442,B,0.309136415
A438,A,0.282309525
B478,B,0.147495222
A232,A,0.737275373
B326,B,0.017279819
A8,A,0.297443157
B72,B,0.113902363
A389,A,0.723960844
B210,B,0.77348596
A346,A,0.525873576
B810,B,0.134520065
A934,A,0.137937125
B628,B,0.935908852
A758,A,0.824924937
B382,B,0.493842978
A516,A,0.830748605
B272,B,0.554660982
A758,A,0.504284259
B791,B,0.73221989
A219,A,0.188239174
B693,B,0.661884803
A712,A,0.326532714
B841,B,0.822724377
A43,A,0.60883682
B181,B,0.508141341
A425,A,0.34442872
B146,B,0.179040899
A425,A,0.795660698
B613,B,0.565729104
A425,A,0.722344858
B175,B,0.206745186
A273,A,0.760664539
B457,B,0.483577939
A492,A,0.941153201
B652,B,0.909961785
A223,A,0.042004273
B273,B,0.87071042
A680,A,0.845122263
B708,B,0.45992435
A696,A,0.09337636
B711,B,0.822103289
A70,A,0.387549366
B313,B,0.026589771
A73,A,0.106620033
B923,B,0.404760589
A268,A,0.057248479
B596,B,0.717608098
A144,A,0.930644829
B568,B,0.395031572
A330,A,0.142729343
B108,B,0.260963151
A18,A,0.715544276
B528,B,0.607690827
A834,A,0.096487667
B298,B,0.348856496
A579,A,0.965330746
B917,B,0.201833114
A665,A,0.11907696
B244,B,0.209752606
A177,A,0.303606522
B783,B,0.013793555
A4,A,0.840467932
B841,B,0.701935644
A530,A,0.538790832
B910,B,0.678254177
A720,A,0.858589913
B376,B,0.824012424
A215,A,0.001839898
B937,B,0.811507246
A742,A,0.605273565
B608,B,0.649395716
A369,A,0.754468439
B329,B,0.229395638
A372,A,0.4963196
B426,B,0.936494305
A397,A,0.809486737
B873,B,0.563218537
A130,A,0.590978512
B693,B,0.622278831
A255,A,0.941589834
B193,B,0.335837535
A811,A,0.609710274
B86,B,0.798721662
A775,A,0.630263931
B23,B,0.195704418
A120,A,0.969202047
B829,B,0.623702669
A314,A,0.285719314
B453,B,0.940422785
A543,A,0.176436426
B467,B,0.776918369
A197,A,0.441118699
B750,B,0.35130011
A124,A,0.025223112
B69,B,0.565660693
A646,A,0.463070087
B998,B,0.897609238
A893,A,0.665950929
B998,B,0.464008761
A523,A,0.239843057
B81,B,0.152245834
A337,A,0.963881869
B977,B,0.26757143
A537,A,0.430237621
B440,B,0.278628006
A210,A,0.479648223
B707,B,0.261207317
A814,A,0.878306378
B797,B,0.162607609
A968,A,0.007941516
B29,B,0.50324746
A690,A,0.32039566
B893,B,0.174739856
A908,A,0.178572764
B120,B,0.615830597
A801,A,0.236305516
B123,B,0.822160351
A252,A,0.023727267
B28,B,0.037168288
A10,A,0.910166135
B147,B,0.941769223
A388,A,0.741271794
B651,B,0.069135734
A984,A,0.335949008
B470,B,0.610353341
A892,A,0.198738851
B650,B,0.901462253
A110,A,0.916451163
B967,B,0.890040718
A544,A,0.434740316
B547,B,0.024278308
A573,A,0.985885095
B899,B,0.22239337
A359,A,0.138766572
B114,B,0.917624996
A585,A,0.955993337
B168,B,0.413815404
A957,A,0.969494017
B388,B,0.664505439
A685,A,0.775997578
B228,B,0.535534005
A33,A,0.542874035
B330,B,0.038826529
A298,A,0.084921823
B451,B,0.244916406
A332,A,0.534521618
B985,B,0.48615462
A133,A,0.669230185
B424,B,0.702935671
A849,A,0.983188494
B466,B,0.4379465
A14,A,0.03408153
B265,B,0.02103009
A246,A,0.698962244
B466,B,0.79033225
A842,A,0.860223935
B593,B,0.013981049
A720,A,0.542371633
B375,B,0.620265236
A999,A,0.639637674
B333,B,0.036870896
A744,A,0.904173638
B100,B,0.94897248
A861,A,0.656393544
B378,B,0.79508205
A785,A,0.498585937
B856,B,0.891859686
A735,A,0.741059511
B832,B,0.997151946
A185,A,0.075021657
B336,B,0.32171405
A189,A,0.749276767
B440,B,0.508120577
A640,A,0.687881648
B700,B,0.430646811
A371,A,0.650723715
B494,B,0.526609683
A347,A,0.209520655
B247,B,0.767544767
A171,A,0.09139699
B569,B,0.047805259
A545,A,0.159481952
B81,B,0.037691377
A498,A,0.445862071
B655,B,0.67489128
A434,A,0.931546393
B327,B,0.711222431
A641,A,0.485152808
B608,B,0.904059948
A966,A,0.148198063
B891,B,0.900907347
A337,A,0.691104831
B43,B,0.984856408
A257,A,0.535418201
B988,B,0.606124937
A101,A,0.145304369
B20,B,0.160520842
A972,A,0.451280948
B766,B,0.323078172
A723,A,0.016088297
B34,B,0.382139987
A379,A,0.778069461
B116,B,0.518043769
A407,A,0.920577457
B640,B,0.750040738
A398,A,0.233679167
B74,B,0.874658791
A503,A,0.773002718
B469,B,0.569795972
A670,A,0.008276019
B648,B,0.39654824
A43,A,0.195917653
B965,B,0.119767058
A929,A,0.120965707
B689,B,0.603551577
A150,A,0.525774827
B269,B,0.229681126
A342,A,0.86497185
B509,B,0.847924185
A831,A,0.078035337
B327,B,0.947373085
A640,A,0.135743712
B467,B,0.979951995
A449,A,0.628572224
B516,B,0.478239375
A589,A,0.79884182
B625,B,0.356567261
A130,A,0.310634424
B176,B,0.939807425
A433,A,0.377707378
B528,B,0.14722865
A776,A,0.522492835
B850,B,0.53513585
A494,A,0.501311159
B249,B,0.043263555
A768,A,0.667803368
B688,B,0.503771896
A951,A,0.34630647
B470,B,0.552529818
A352,A,0.158151562
B555,B,0.745126988
A640,A,0.035944102
B561,B,0.470707459
A392,A,0.930479371
B494,B,0.477435317
A384,A,0.466122229
B166,B,0.56865524
A842,A,0.812359437
B631,B,0.94379459
A751,A,0.182971268
B60,B,0.243661261
A360,A,0.065146227
B99,B,0.579808423
A792,A,0.475614688
B419,B,0.490066615
A80,A,0.818313717
B757,B,0.252263651
A23,A,0.394648734
B761,B,0.240461132
A669,A,0.016861343
B393,B,0.321658218
A753,A,0.638276005
B162,B,0.199599602
A471,A,0.373007851
B876,B,0.832853551
A122,A,0.591842655
B610,B,0.036662781
A802,A,0.459778717
B319,B,0.298652162
A422,A,0.144324177
B396,B,0.527365341
A230,A,0.528848277
B737,B,0.372446934
A413,A,0.793240318
B551,B,0.312853051
A629,A,0.551828551
B992,B,0.474380982
A717,A,0.041539555
B89,B,0.819879086
A103,A,0.436723821
B878,B,0.614029158
A493,A,0.306862522
B602,B,0.092613131
A929,A,0.113086581
B462,B,0.869473191
A906,A,0.238049364
B113,B,0.719956293
A387,A,0.21810898
B183,B,0.84219441
A732,A,0.417534635
B433,B,0.00676793
A136,A,0.942139849
B606,B,0.64656216
A314,A,0.239516754
B136,B,0.177751494
A703,A,0.097685308
B996,B,0.820745935
A979,A,0.070420853
B592,B,0.611031872
A602,A,0.432146302
B972,B,0.380094221
A586,A,0.734624122
B760,B,0.196227692
A373,A,0.795307016
B647,B,0.768427909
A30,A,0.761506583
B853,B,0.54050357
A412,A,0.322680098
B205,B,0.629611202
A272,A,0.869076907
B967,B,0.280808514
A662,A,0.603404239
B195,B,0.658757431
A500,A,0.866104652
B55,B,0.529205153
A372,A,0.798740691
B741,B,0.258267527
A813,A,0.76873745
B859,B,0.089640527
A864,A,0.576212598
B15,B,0.828005827
A628,A,0.526389496
B839,B,0.620799456
A749,A,0.429489551
B683,B,0.012793442
A728,A,0.717439893
B999,B,0.895596017
A102,A,0.399712296
B972,B,0.544481427
A454,A,0.197708434
B513,B,0.327722526
A876,A,0.91325038
B243,B,0.369557922
A358,A,0.336670178
B981,B,0.45821771
A118,A,0.859705649
B574,B,0.899055316
A508,A,0.385078033
B482,B,0.661678956
A345,A,0.690013537
B257,B,0.091573791
A895,A,0.289204285
B104,B,0.933068577
A995,A,0.45104138
B670,B,0.282780707
A808,A,0.55199809
B986,B,0.526089116
A37,A,0.395905019
B375,B,0.686073144
A523,A,0.125361634
B671,B,0.856636928
A201,A,0.432534383
B889,B,0.083357385
A517,A,0.210863646
B71,B,0.491711271
A260,A,0.420886361
B717,B,0.22277271
A38,A,0.092642478
B552,B,0.154658521
A11,A,0.885934729
B472,B,0.627663452
A557,A,0.098121691
B141,B,0.831271477
A412,A,0.357352976
B876,B,0.291875329
A415,A,0.854547529
B181,B,0.354152797
A410,A,0.36176343
B979,B,0.294528204
A947,A,0.388268246
B106,B,0.660715815
A538,A,0.207355613
B15,B,0.784989432
A614,A,0.74840361
B476,B,0.70338523
A927,A,0.550772261
B288,B,0.816325295
A266,A,0.893057013
B659,B,0.131425717
A771,A,0.381261013
B232,B,0.653814365
A157,A,0.958904229
B270,B,0.806457327
A154,A,0.109578274
B185,B,0.957807181
A268,A,0.864450242
B405,B,0.341331026
A30,A,0.828315771
B910,B,0.19312243
A507,A,0.654501753
B822,B,0.384049763
A487,A,0.256206604
B870,B,0.180514589
A566,A,0.049354384
B323,B,0.79639281
A283,A,0.814792407
B367,B,0.687721797
A867,A,0.601337237
B366,B,0.377767711
A482,A,0.393786214
B513,B,0.699732758
A396,A,0.209349352
B473,B,0.902834472
A971,A,0.245503375
B735,B,0.136252118
A934,A,0.405155056
B607,B,0.549637951
A594,A,0.766785424
B734,B,0.552110845
A871,A,0.841248214
B568,B,0.92524712
A440,A,0.850072917
B872,B,0.217336991
A367,A,0.663322808
B376,B,0.523456921
A84,A,0.002696997
B214,B,0.005204613
A76,A,0.509546498
B538,B,0.013062036
A626,A,0.163933672
B671,B,0.443855217
A975,A,0.144365244
B739,B,0.614072566
A784,A,0.467732256
B817,B,0.873785603
A708,A,0.673823286
B894,B,0.15589329
A245,A,0.120662718
B420,B,0.076086023
A427,A,0.285093788
B449,B,0.857320636
A435,A,0.587653606
B119,B,0.056330353
A587,A,0.50732426
B508,B,0.902107571
A271,A,0.055630728
B439,B,0.078414087
A681,A,0.920674434
B744,B,0.695836739
A623,A,0.487434199
B317,B,0.675648066
A789,A,0.967604267
B153,B,0.676049775
A829,A,0.904511647
B43,B,0.618012321
A167,A,0.815221737
B488,B,0.884958727
A267,A,0.679767498
B689,B,0.882013878
A89,A,0.406864539
B653,B,0.503860631
A314,A,0.692068648
B215,B,0.813729756
A102,A,0.468620341
B557,B,0.709368895
A275,A,0.197395542
B743,B,0.467148936
A539,A,0.280624036
B567,B,0.185249478
A80,A,0.979995388
B712,B,0.461409784
A933,A,0.683197383
B88,B,0.328367676
A115,A,0.676495158
B731,B,0.372776771
A403,A,0.072140641
B269,B,0.844377249
A761,A,0.99957274
B603,B,0.281108739
A233,A,0.56920769
B357,B,0.746800793
A45,A,0.523977978
B220,B,0.670719423
A227,A,0.186397694
B353,B,0.194376315
A9,A,0.146269702
B214,B,0.256780472
A333,A,0.455158105
B24,B,0.74972755
A127,A,0.399366231
B491,B,0.749068689
A504,A,0.682980138
B898,B,0.237353538
A290,A,0.187265079
B800,B,0.079818824
A587,A,0.556239946
B800,B,0.907506251
A895,A,0.277611758
B113,B,0.59395212
A729,A,0.203042016
B826,B,0.985571281
A828,A,0.753523211
B582,B,0.971680343
A469,A,0.43319059
B491,B,0.109605736
A348,A,0.575585821
B209,B,0.829690471
A672,A,0.674510525
B722,B,0.638415115
A693,A,0.557163743
B724,B,0.068147551
A305,A,0.401832266
B546,B,0.403982022
A271,A,0.166185324
B282,B,0.528540148
A447,A,0.981891509
B277,B,0.187831235
A837,A,0.641534602
B721,B,0.873140022
A964,A,0.409214831
B215,B,0.067777335
A462,A,0.484924073
B328,B,0.071131226
A850,A,0.730099708
B661,B,0.024457463
A857,A,0.971538604
B65,B,0.494240017
A729,A,0.841008309
B334,B,0.530054733
A550,A,0.885024177
B436,B,0.061902966
A369,A,0.545648628
B464,B,0.917115353
A287,A,0.609988006
B178,B,0.252963251
A113,A,0.283852074
B692,B,0.925466172
A527,A,0.121589162
B655,B,0.147473752
A870,A,0.630516544
B573,B,0.112520396
A181,A,0.374705437
B805,B,0.866351096
A934,A,0.37431933
B982,B,0.667902464
A414,A,0.541124154
B643,B,0.724820902
A253,A,0.805713578
B798,B,0.429639754
A3,A,0.486103883
B907,B,0.215664612
A859,A,0.124415156
B450,B,0.999551182
A236,A,0.596440557
B360,B,0.198248901
A169,A,0.345659578
B344,B,0.220848008
A836,A,0.958213212
B710,B,0.441298522
A246,A,0.691580288
B303,B,0.839176883
A812,A,0.318649711
B826,B,0.352974075
A834,A,0.630818481
B443,B,0.026513891
A618,A,0.200858622
B387,B,0.357403325
A935,A,0.099639347
B940,B,0.151488191
A262,A,0.375790191
B786,B,0.409089935
A998,A,0.975309109
B97,B,0.405100022
A672,A,0.975795269
B328,B,0.490268649
A368,A,0.215144309
B741,B,0.744271339
A217,A,0.933132697
B691,B,0.470134895
A991,A,0.88899602
B264,B,0.18394504
A8,A,0.833497347
B897,B,0.147690807
A668,A,0.783172775
B986,B,0.977825755
A477,A,0.129422536
B643,B,0.613466228
A26,A,0.321999366
B399,B,0.354740182
A606,A,0.579836984
B638,B,0.064660803
A113,A,0.411142383
B484,B,0.206392022
A384,A,0.201652433
B314,B,0.924279429
A949,A,0.168639628
B883,B,0.591909441
A658,A,0.882415435
B171,B,0.61547961
A657,A,0.437640499
B503,B,0.924899261
A673,A,0.585041441
B708,B,0.326271481
A730,A,0.775145514
B257,B,0.22803399
A787,A,0.244523585
B703,B,0.347923355
A351,A,0.311056277
B535,B,0.313664609
A337,A,0.240658554
B25,B,0.973377898
A30,A,0.345319291
B975,B,0.630102578
A702,A,0.355770824
B400,B,0.963865999
A286,A,0.275993551
B41,B,0.712414451
A635,A,0.782752867
B160,B,0.572516408
A304,A,0.925396733
B704,B,0.442148698
A326,A,0.455433766
B121,B,0.305393606
A900,A,0.811666546
B804,B,0.132143198
A20,A,0.860892203
B979,B,0.773660736
A643,A,0.118958526
B420,B,0.30996538
A931,A,0.595084451
B540,B,0.415399426
A319,A,0.967773796
B320,B,0.493123947
A426,A,0.406280881
B420,B,0.146445758
A429,A,0.770229779
B61,B,0.250633884
A167,A,0.265720792
B136,B,0.426963156
A923,A,0.083516518
B830,B,0.73111156
A879,A,0.705723687
B526,B,0.16215041
A572,A,0.300383443
B147,B,0.974518265
A947,A,0.880475018
B317,B,0.954413663
A233,A,0.171598718
B779,B,0.954277105
A482,A,0.644494109
B353,B,0.53051636
A571,A,0.392612752
B301,B,0.193646433
A735,A,0.148336071
B863,B,0.222720671
A866,A,0.371391078
B377,B,0.274906051
A323,A,0.389768046
B221,B,0.797355124
A550,A,0.131172737
B751,B,0.2386745
A353,A,0.734811729
B162,B,0.892936639
A877,A,0.122844126
B516,B,0.773132713
A397,A,0.006752362
B228,B,0.397895533
A691,A,0.662688516
B846,B,0.936875806
A527,A,0.378799855
B111,B,0.799727454
A979,A,0.395177364
B353,B,0.836623196
A151,A,0.102832857
B575,B,0.32530594
A717,A,0.613049341
B409,B,0.456607003
A724,A,0.523485383
B51,B,0.740391557
A867,A,0.779865787
B67,B,0.633008253
A139,A,0.539398736
B817,B,0.505398837
A239,A,0.459419397
B368,B,0.934805425
A850,A,0.927898619
B736,B,0.462336479
A733,A,0.662484961
B543,B,0.223909191
A371,A,0.285403024
B641,B,0.586611742
A176,A,0.454956602
B411,B,0.254863932
A344,A,0.710554829
B997,B,0.650052286
A993,A,0.13102551
B954,B,0.122177026
A601,A,0.626474907
B909,B,0.250191083
A358,A,0.217514042
B65,B,0.00331081
A725,A,0.186554308
B892,B,0.964496
A527,A,0.453779531
B51,B,0.433512076
A905,A,0.2104207
B553,B,0.301970983
A13,A,0.914976661
B424,B,0.394900853
A929,A,0.870870346
B994,B,0.063390254
A497,A,0.410302947
B347,B,0.18511082
A55,A,0.249962967
B709,B,0.369474084
A236,A,0.782343238
B462,B,0.166300041
A889,A,0.050109783
B595,B,0.803533116
A696,A,0.697917046
B163,B,0.409446443
A978,A,0.426539947
B343,B,0.627498797
A200,A,0.444665217
B52,B,0.284783057
A395,A,0.39429849
B224,B,0.216572783
A183,A,0.458093087
B100,B,0.617314611
A356,A,0.125196664
B894,B,0.706165508
A417,A,0.728158625
B163,B,0.08649264
A905,A,0.984194605
