,,US Structured Credit Total,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,US Structured Credit-MTM RA Total,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,US Structured Credit-Book RA Total,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"(13,581)",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"(1,341)",0 ,"(620,347)",0 ,0 ,"(34,534,328)",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"(5,587,470)","(49,419)",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"(20,867)",0 ,0 ,0 ,0 ,"345,579 ",0 ,0 ,0 ,0 ,"(205,386)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,US Structured Credit-MTM Total,"270,092 ","87,936 ","169,699 ",480 ,"93,986 ","(82,010)","89,598 ","(223,412)","125,378 ","271,505 ","189,464 ","123,231 ","92,168 ","71,484 ","15,221 ","(139,583)","105,990 ","15,369 ","291,908 ","164,942 ","217,853 ","(314,781)","33,756 ","(255,577)","(311,275)","267,473 ","585,772 ","738,593 ","31,240 ","297,062 ","112,825 ","(113,080)","(130,760)","162,762 ","170,207 ","200,551 ","399,652 ","70,447 ","146,835 ","(1,174,731)","97,227 ","282,772 ","36,898 ","55,081 ","(102,942)","(7,945)","235,423 ","295,517 ","193,976 ","44,929 ","320,768 ","208,153 ","218,126 ","70,336 ","78,531 ","100,894 ","30,825 ","152,776 ","11,186 ","122,063 ","105,054 ","348,174 ","182,927 ","69,029 ","12,170 ","(26,097)","(29,293)","26,134 ","(168,012)","151,558 ","171,679 ","(2,584)","(544,184)","39,650 ","36,738 ","(125,047)","(73,015)","205,834 ","64,254 ","(19,901)","41,282 ","221,070 ","(33,940)","(345,650)","474,799 ","168,983 ","114,572 ","122,821 ","43,273 ","171,520 ","19,593 ","10,996 ","86,940 ","3,794,295 ","30,009 ","37,104 ","138,035 ","(474,032)","(97,581)","263,894 ","(1,222,724)","270,727 ","408,333 ","308,283 ","394,860 ","425,431 ","101,783 ","119,984 ","75,456 ","(4,504,000)","(94,407)","155,860 ","235,075 ","90,471 ","39,489 ","8,749 ","84,821 ","(29,133)","39,917 ","(90,050)","42,492 ","106,902 ","82,794 ","325,055 ","40,904 ","30,403 ","110,805 ","5,368 ","86,839 ","66,356 ","92,635 ","110,733 ","99,881 ","64,480 ","(3,117,854)","(512,757)","992,795 ","(364,520)","(154,716)","(135,941)","(917,077)","(305,781)","59,609 ","166,320 ","34,598 ","49,971 ","(342,596)","(243,603)","(5,833,093)","391,382 ","(1,063,249)","840,554 ","180,591 ","(879,944)","413,509 ","(329,202)","2,186,173 ","311,351 ","55,152 ","590,046 ","1,092,023 ","670,691 ","(675,925)","(534,391)","(560,753)","268,117 ","310,308 ","(682,000)","(51,774)","(562,402)","(485,604)","213,011 ","(231,326)","(1,384)","1,615,827 ","443,214 ","12,286 ","603,472 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,US Structured Credit-Book Total,"(238,041)",0 ,0 ,"(238,041)",0 ,0 ,0 ,0 ,"(65,375)",0 ,0 ,0 ,0 ,"1,973,750 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,412 ","1,230,575 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"(5,147)",0 ,0 ,0 ,0 ,"2,103 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"440,070 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"42,715 ",0 ,0 ,0 ,0 ,0 ,0 ,"(24,059,869)",0 ,0 ,"3,642,750 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"174,440 ","(2,001,706)","(2,368,334)",0 ,"429,719 ",0 ,"(2,358)",0 ,0 ,0 ,0 ,"(1,410,918)",0 ,0 ,0 ,0 ,"(41,294,721)",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"(3,243)",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"19,380 ",0 ,0 ,0 ,0 ,"(1,902)",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"3,552,750 ",0 ,0 ,0 ,0 ,"581,051 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"(10,306,615)","29,398 ",0 ,0 ,0 ,0 ,(360),0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"11,453 ",0 ,0 ,0 ,0 ,"2,264 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,US Structured Credit Total,"32,051 ","87,936 ","169,699 ","(237,560)","93,986 ","(82,010)","89,598 ","(223,412)","60,003 ","271,505 ","189,464 ","123,231 ","92,168 ","2,045,234 ","15,221 ","(139,583)","105,990 ","15,369 ","291,908 ","164,942 ","217,853 ","(314,781)","33,756 ","(255,577)","(311,275)","267,473 ","585,772 ","738,593 ","31,240 ","297,062 ","112,825 ","(110,668)","1,099,815 ","162,762 ","170,207 ","200,551 ","399,652 ","70,447 ","146,835 ","(1,174,731)","92,080 ","282,772 ","36,898 ","55,081 ","(102,942)","(5,843)","235,423 ","295,517 ","193,976 ","44,929 ","320,768 ","208,153 ","218,126 ","70,336 ","78,531 ","100,894 ","30,825 ","152,776 ","11,186 ","562,133 ","105,054 ","348,174 ","182,927 ","69,029 ","12,170 ","(26,097)","(29,293)","26,134 ","(168,012)","194,273 ","171,679 ","(2,584)","(544,184)","39,650 ","36,738 ","(125,047)","(24,146,465)","205,834 ","64,254 ","3,622,849 ","41,282 ","221,070 ","(33,940)","(345,650)","474,799 ","168,983 ","114,572 ","122,821 ","43,273 ","171,520 ","19,593 ","10,996 ","86,940 ","3,968,735 ","(1,971,697)","(2,331,230)","138,035 ","(44,314)","(97,581)","261,536 ","(1,222,724)","270,727 ","408,333 ","308,283 ","(1,017,398)","425,431 ","(518,564)","119,984 ","75,456 ","(80,333,049)","(94,407)","155,860 ","235,075 ","90,471 ","39,489 ","8,749 ","84,821 ","(29,133)","36,674 ","(90,050)","42,492 ","106,902 ","82,794 ","325,055 ","40,904 ","30,403 ","110,805 ","5,368 ","106,219 ","66,356 ","92,635 ","110,733 ","99,881 ","62,578 ","(3,117,854)","(512,757)","992,795 ","(364,520)","(154,716)","(135,941)","(917,077)","(305,781)","59,609 ","3,719,070 ","34,598 ","49,971 ","(342,596)","(243,603)","(5,252,042)","391,382 ","(1,063,249)","840,554 ","180,591 ","(879,944)","413,509 ","(329,202)","(13,707,912)","291,330 ","55,152 ","590,046 ","1,092,023 ","670,691 ","(676,285)","(534,391)","(560,753)","268,117 ","310,308 ","(702,867)","(51,774)","(562,402)","(485,604)","213,011 ","125,705 ","(1,384)","1,615,827 ","443,214 ","12,286 ","400,350 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Canadian Structured Credit-MTM Total,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"300,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"540,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"625,000 ",0 ,"786,961 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Production Payments Total,"11,802 ",0 ,0 ,"11,802 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,432,443 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"(756,261)","731,230 ","1,310,978 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"661,179 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"174,768 ",0 ,0 ,"56,047 ",0 ,"104,087 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"(43,946)",0 ,0 ,"(326,632)",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"411,572 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"391,814 ",0 ,0 ,0 ,0 ,"(426,279)",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"100,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"3,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"575,075 ",0 ,0 ,0 ,0 ,"(130,238)",0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enron - NA -Sub- Total,"($1,102,034)","($219,598)","($268,511)","($861,754)","$332,231 ","($84,401)","($6,806)","($367,569)","($384,919)","$293,327 ","$299,349 ","($4,022,881)","$1,841,677 ","$2,549,026 ","($192,017)","($204,955)","($287,400)","$393,414 ","$577,676 ","$224,066 ","$1,448,867 ","($658,700)","$1,039,088 ","$23,199,075 ","($867,474)","$1,814,060 ","$91,611 ","($6,214,438)","($6,598,428)","($9,483,807)","$17,485,051 ","$287,469 ","$17,863,648 ","$6,062,442 ","$5,800,902 ","$64,162,137 ","($1,516,774)","$6,144,722 ","$11,050,285 ","($2,903,585)","($3,380,434)","$1,213,045 ","($2,294,184)","$3,143,913 ","$5,259,135 ","$8,549 ","($167,941)","$2,750,031 ","$2,087,089 ","$6,103,250 ","($3,797,386)","($547,089)","($4,814,149)","$2,450,534 ","$4,042,299 ","($4,240,897)","$2,507,720 ","$230,063 ","$399,167 ","$701,138 ","$1,280,708 ","$3,155,025 ","($5,776,896)","($798,622)","($419,100)","($246,209)","($688,278)","($2,369,159)","($7,544)","($795,776)","$4,781,360 ","($23,704)","$78,092 ","$4,345,600 ","($5,337,008)","($6,613,778)","($24,792,499)","($417,393)","$2,528,630 ","$2,557,569 ","($311,675)","$959,440 ","($518,018)","$1,394,352 ","$545,419 ","$9,583,086 ","($3,328,720)","($1,796,745)","($2,661,405)","($328,898)","($1,876,537)","($1,367,884)","($1,051,054)","$19,273,634 ","$1,244,328 ","$1,017,127 ","($1,269,176)","($2,717,109)","($1,027,274)","($1,338,335)","($4,216,227)","$1,689,562 ","($4,320,450)","($2,311,018)","$1,932,699 ","($2,736,689)","($1,427,481)","$7,142,408 ","($6,491,426)","($99,323,049)","$6,849,264 ","($423,958)","$3,193,707 ","$3,085,745 ","($1,415,764)","$950,573 ","$2,884,744 ","($38,535)","($2,762,478)","$4,843,193 ","$755,997 ","$4,910,393 ","($6,236,347)","$6,534,224 ","($2,078,723)","($4,144,257)","$753,135 ","($2,156,125)","($17,789,396)","$232,759 ","$71,268,300 ","($1,272,532)","($870,375)","$1,298,793 ","$36,754,545 ","($677,517)","($919,530)","($2,065,217)","$2,789,105 ","($4,705,386)","($4,455,787)","($9,009,202)","($5,110,750)","$4,909,534 ","($5,763,960)","($2,792,991)","$1,651,268 ","($623,475)","($3,267,840)","$3,171,595 ","($1,090,076)","$5,932,811 ","$2,824,105 ","($20,096,485)","($6,909,784)","($3,618,400)","$15,240,423 ","$2,917,205 ","($372,309)","$5,660 ","$12,419,329 ","$3,591,968 ","($4,565,562)","($1,216,728)","($5,102,647)","($1,219,243)","$3,029,103 ","$2,274,188 ","$1,440,767 ","$950,354 ","$236,304 ","$6,733,241 ","$2,822,002 ","($1,539,698)","($573,205)","$4,232,426 ","($6,388,713)","$5,599,886 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Return Swap Total,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"86,431 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,620,048 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"19,324,784 ",0 ,0 ,0 ,0 ,0 ,"300,000 ","1,200,543 ",0 ,0 ,0 ,"60,000 ","(60,000)",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ENA Treasury Total,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"(3,725,539)",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Port. Insur. (MV of Opt Prem) Total,"(32,986)","23,201 ","(110,001)","29,766 ","(53,489)","77,538 ","14,391 ","158,013 ","(81,693)","(165,631)","(116,821)","(12,865)","(35,754)","(41,920)","14,865 ","109,025 ","46,636 ","(53,147)","1,353 ","548,620 ","6,839 ","193,177 ","49,976 ","174,654 ","162,872 ","(115,483)","(277,111)","(225,441)","193,685 ","(390,131)","(67,201)","79,313 ","136,994 ","(1,898)","(35,797)","(96,033)","(148,171)","50,962 ","(47,556)","(70,268)","(84,949)","(137,731)","8,837 ","30,356 ","54,415 ","11,487 ","(150,051)","(177,401)","(34,245)","48,107 ","(120,714)","(89,414)","(75,058)","17,398 ",(316),"(41,734)","8,432 ","(11,145)","28,774 ","(52,831)","(29,825)","12,300 ","(48,674)","(25,683)","(62,995)","685,205 ","4,929 ","66,496 ","92,207 ","(23,784)","(79,429)","11,312 ",0 ,"85,203 ","24,543 ","62,451 ","46,212 ","(49,915)","(42,709)","(14,188)","(5,648)","(786,854)","29,013 ",721 ,"(165,724)",0 ,"1,027 ",27 ,"(1,575)","2,336 ","58,908 ","30,990 ",0 ,"(67,724)","5,600 ","(12,984)","(39,765)","13,498 ","(48,254)","(33,673)","66,754 ","23,401 ","(61,109)","(38,568)","22,667 ","(75,071)","(12,740)","11,015 ","14,992 ",0 ,"62,759 ","16,075 ","(142,618)","(122,054)","60,366 ",0 ,"91,609 ","(11,580)","(30,336)","(92,206)","(16,678)","25,133 ","(34,144)","(7,999)","25,262 ","16,224 ","(19,145)","99,971 ","(56,233)",(988),"(59,871)","41,769 ","(108,286)","(21,047)","(48,818)","(52,068)","2,022 ","55,331 ","(31,606)","(4,144)","(21,330)","42,774 ",452 ,"(250,107)","29,699 ","13,501 ","777,417 ","156,516 ","(84,604)","32,592 ","14,380 ","60,965 ","(105,931)","74,441 ","(163,652)",(472),"(26,016)","(65,880)","13,751 ","(5,477)","(114,761)","40,666 ","34,294 ","104,703 ","73,400 ","49,849 ","(126,125)","(43,417)","(89,671)","(69,971)","(75,182)","13,860 ","30,144 ","47,822 ","60,955 ","(130,511)","(168,678)","(220,983)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Accrual Income Total,"243,320 ","175,231 ",0 ,"68,089 ",0 ,0 ,0 ,0 ,"4,055 ",0 ,0 ,0 ,"(1,432,443)","1,575,686 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"50,781 ","(365,625)","21,333 ",0 ,"(4,537,984)","33,622 ","153,631 ","(66,588)","(90,763)","(158,654)","1,179,401 ","(201,669)",0 ,"(3,519,025)","21,962 ","(4,794)","(9,512)","(4,828)","(15,605)","(57,810)","15,603 ",0 ,"(183,542)",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"860,666 ",0 ,0 ,"(56,047)",0 ,"686,047 ",0 ,0 ,0 ,0 ,"1,181,944 ",0 ,0 ,0 ,0 ,"15,048 ",0 ,"24,058,806 ",0 ,0 ,"(24,724,760)",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"115,000 ","1,273 ",0 ,0 ,"658,645 ",0 ,"(38,727)",0 ,0 ,0 ,0 ,"17,325 ",0 ,0 ,0 ,"3,725,539 ","(3,866,844)",0 ,0 ,0 ,"140,000 ","(1,501)","1,501 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"65,500 ",0 ,0 ,0 ,0 ,"195,901 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"(3,829)",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"95,222 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"15,383 ",0 ,0 ,0 ,0 ,"343,180 ",0 ,0 ,0 ,0 ,"(235,638)",0 ,0 ,0 ,0 ,"11,510 ",0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Funding Cost Total," 1,962 ",385 ,"1,174 ",0 ,0 ,403 ,403 ,"1,231 ",432 ,862 ,0 ,436 ,"1,183 ",444 ,390 ,365 ,479 ,"1,232 ",409 ,327 ,"1,693 ","1,268 ",463 ,874 ,444 ,0 ,"1,333 ",886 ,977 ,0 ,407 ,418 ,396 ,423 ,"1,155 ",376 ,371 ,379 ,400 ,"1,101 ",368 ,370 ,397 ,414 ,"1,188 ",392 ,393 ,397 ,416 ,"1,145 ",379 ,379 ,379 ,"1,135 ",385 ,371 ,379 ,395 ,"1,129 ",383 ,385 ,384 ,400 ,"1,116 ",373 ,387 ,391 ,406 ,"1,142 ",386 ,377 ,398 ,427 ,"1,042 ",354 ,349 ,370 ,368 ,"1,003 ",346 ,332 ,305 ,354 ,"1,007 ",316 ,348 ,331 ,384 ,"1,075 ",369 ,363 ,377 ,391 ,383 ,382 ,374 ,379 ,"1,165 ",381 ,384 ,393 ,398 ,"1,230 ",400 ,410 ,415 ,171 ,"1,241 ",410 ,415 ,424 ,465 ,"1,268 ",426 ,"2,161 ","1,707 ","6,627 ","2,479 ",277 ,"(1,535)",750 ,"3,976 ","(1,647)","1,668 ","2,499 ",864 ,"3,510 ","(1,033)","1,097 ","1,763 ",515 ,"4,792 ","(2,091)","5,073 ",814 ,334 ,"1,833 ","(1,884)",(670),570 ,584 ,"5,559 ",(954),"1,287 ",594 ,"1,859 ","4,626 ","(1,877)",133 ,674 ,785 ,"4,804 ","3,783 ","1,058 ",745 ,"2,386 ",(774),(51),984 ,"1,289 ","2,725 ","(1,859)",82 ,258 ,(310),"3,760 ",445 ,(542),539 ,"1,969 ","3,564 ",(25),955 ,202 ,"1,040 ","2,286 ","1,392 ","1,544 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
