,Qualitech Index Total,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,Qualitech Index,,,,,,,,,,,,,,,Qualitech Index,0%, 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 
,Heartland Index Total,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,Heartland Index,,,,,,,,,,,,,,,Heartland Index,0%, 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 , 96.55 
,Oilfield Services Total,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,Oilfield Services,,,,,,,,,,,,,,,Oilfield Services,0%, 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 105.56 , 90.54 
,Heavy Construction Total,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,Heavy Construction,,,,,,,,,,,,,,,Heavy Construction,0%, 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 , 118.96 
,Cyclical Index Total,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,Cyclical Index,,,,,,,,,,,,,,,Cyclical Index,0%, 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 , 123.78 
,Utility Services Index Total,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,Utility Services Index,,,,,,,,,,,,,,,Utility Services Index,0%, 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 , 124.82 
,Service Consolidators Index Total,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,Service Consolidators Index,,,,,,,,,,,,,,,Service Consolidators Index,0%, 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 , 89.78 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Index Analysis - Absolute Changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Market Indexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dow Jones Total, 165.32 , (19.08), 59.41 , 159.92 , 159.92 ,,,,,Dow Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nasdaq Total, 18.66 , (153.58), (283.10), 19.11 , 19.11 ,,,,,Nasdaq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S&P Value Total, 15.55 , (24.00), (35.70), 10.03 , 10.03 ,,,,,S&P Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oils Index Total, 0.76 , 12.88 , 19.01 , 10.74 , 10.74 ,,,,,Oils Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Natural Gas Index Total, 0.22 , 10.64 , 18.33 , (11.75), (11.75),,,,,Natural Gas Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Utility Index Total, (4.21), 13.47 , 17.15 , (27.92), (27.92),,,,,Utility Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OSX Index Total, (3.70), (0.11), 3.63 , 4.77 , 4.77 ,,,,,OSX Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Toronto Oil & Gas Index Total, -   , -   , -   , -   , -   ,,,,,Toronto Oil & Gas Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Russell 2000 Index Total, -   ,#REF!, -   , -   , -   ,,,,,Russell 2000 Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Index Analysis - F/X Rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Canadian FX, 1.52 , 1.51 , 1.50 , 1.52 , 1.52 ,,,,,CAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,British FX, 1.48 , 1.48 , 1.58 , 1.46 , 1.46 ,,,,,GBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Paper Index Total, -   ,#REF!, -   , -   , -   ,,,,,Paper Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E&P Index Total,#N/A,#REF!,#N/A,#N/A,#N/A,,,,,E&P Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-LEX Index Total, -   ,#REF!, -   , -   , -   ,,,,,C-LEX Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qualitech Index Total, -   ,#REF!, -   , -   , -   ,,,,,Qualitech Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Heartland Index Total, -   ,#REF!, -   , -   , -   ,,,,,Heartland Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oilfield Services Total, -   ,#REF!, -   , -   , -   ,,,,,Oilfield Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Heavy Construction Total, -   ,#REF!, -   , -   , -   ,,,,,Heavy Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cyclical Index Total, -   ,#REF!, -   , -   , -   ,,,,,Cyclical Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Utility Services Index Total, -   ,#REF!, -   , -   , -   ,,,,,Utility Services Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Service Consolidators Index Total, -   ,#REF!, -   , -   , -   ,,,,,Service Consolidators Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
