AceTP scheduler,18:21,1,,,,,,,No,,Reconciliation,KEPLER,, -   ,Test Pack - KEPLER,,,,,,,, ,,Yes,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='Test Pack - KEPLER' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','Reconciliation','KEPLER','Test Pack - KEPLER',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:21,0,X,,,,,,Yes,MQ,SWIFT, ,, 40 ,f1778757,SP,,,#VALUE!,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='f1778757' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','SWIFT',' ','f1778757',''",,,,,testpack_COB_snapshot_before,";echo \""exec TEST_PACK_CTRL ('20131213','ITMM','** RESULT **','','','Crontab/SWIFT/ /f1778757/40/');\"" >> /apps/tibco/acetppf1/TestPack/logs/testpack_COB_snapshot_before.wrk",,";echo \""exec statspack.SNAP(6, i_ucomment => 'START SWIFT - f1778757');\""  | sqlplus perfstat/perfstat@atpeur90.fr.net.intra",#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:21,0,X,,,,,,Yes,CFT,G56 market exec,UBS LTD,MP, 40 ,g551200,SP,,,#VALUE!,,,, ,Yes,,,,,,,,#REF!, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='g551200' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','UBS LTD','g551200',''",,,,,testpack_COB_snapshot_before,#REF!,,";echo \""exec statspack.SNAP(6, i_ucomment => 'START G56 market exec - g551200');\""  | sqlplus perfstat/perfstat@atpeur90.fr.net.intra",#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:21,0,,,,,,,No,CFT,G56 market exec,DB LDN,ME, 262 ,G551199,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G551199' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','DB LDN','G551199',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:21,1,X,,,,,,Yes,MQ,SWIFT, ,, 24 ,f1778817,SP,,,#VALUE!,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='f1778817' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','SWIFT',' ','f1778817',''",,,,,testpack_COB_snapshot_before,";echo \""exec TEST_PACK_CTRL ('20131213','ITMM','** RESULT **','','','Crontab/SWIFT/ /f1778817/24/');\"" >> /apps/tibco/acetppf1/TestPack/logs/testpack_COB_snapshot_before.wrk",,";echo \""exec statspack.SNAP(6, i_ucomment => 'START SWIFT - f1778817');\""  | sqlplus perfstat/perfstat@atpeur90.fr.net.intra",#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:22,3,X,,,,,,Yes,CFT,G56 market exec,RRG BAL,MN," 2,298 ",g552066,SP,,,#VALUE!,,,, ,Yes,,,,,,,,#REF!, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='g552066' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','RRG BAL','g552066',''",,,,,testpack_COB_snapshot_before,#REF!,,";echo \""exec statspack.SNAP(6, i_ucomment => 'START G56 market exec - g552066');\""  | sqlplus perfstat/perfstat@atpeur90.fr.net.intra",#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:25,1,X,,,,,,Yes,CFT,G56 market exec,ABN,ME, 449 ,g551210,SP,,,#VALUE!,,,, ,Yes,,,,,,,,#REF!, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='g551210' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','ABN','g551210',''",,,,,testpack_COB_snapshot_before,#REF!,,";echo \""exec statspack.SNAP(6, i_ucomment => 'START G56 market exec - g551210');\""  | sqlplus perfstat/perfstat@atpeur90.fr.net.intra",#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:26,1,X,,,,,,Yes,MQ,SWIFT, ,, 86 ,f1778870,SP,,,#VALUE!,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='f1778870' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','SWIFT',' ','f1778870',''",,,,,testpack_COB_snapshot_before,";echo \""exec TEST_PACK_CTRL ('20131213','ITMM','** RESULT **','','','Crontab/SWIFT/ /f1778870/86/');\"" >> /apps/tibco/acetppf1/TestPack/logs/testpack_COB_snapshot_before.wrk",,";echo \""exec statspack.SNAP(6, i_ucomment => 'START SWIFT - f1778870');\""  | sqlplus perfstat/perfstat@atpeur90.fr.net.intra",#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:27,3,X,,,,,,Yes,CFT,G32 sett conf,BNP PARIBAS,," 6,203 ",g3201108,SP,,,#VALUE!,,,, ,Yes,,,,,,,,#REF!, , NB rec = 6202 , ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='g3201108' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G32 sett conf','BNP PARIBAS','g3201108',''",,,,,testpack_COB_snapshot_before,#REF!,,";echo \""exec statspack.SNAP(6, i_ucomment => 'START G32 sett conf - g3201108');\""  | sqlplus perfstat/perfstat@atpeur90.fr.net.intra",#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:30,1,,,,,,,No,MQ,SWIFT, ,, 189 ,f1778995,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='f1778995' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','SWIFT',' ','f1778995',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:30,2,,,,,,,No,MQ,SWIFT, ,, 170 ,f1779070,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='f1779070' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','SWIFT',' ','f1779070',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:30,1,,,,,,,No,CFT,G56 market exec,CAFI,ME, 254 ,G551231,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G551231' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','CAFI','G551231',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:30,1,,,,,,,No,CFT,G56 market exec,BBVA,ME, 8 ,G551235,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G551235' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','BBVA','G551235',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:30,1,,,,,,,No,CFT,G56 market exec,CCF,MP, 232 ,G551269,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G551269' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','CCF','G551269',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:30,0,,,,,,,No,CFT,G56 market exec,CUBE,ME, -   ,G551261,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G551261' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','CUBE','G551261',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:30,1,,,,,,,No,CFT,G56 market exec,OPTI,ME," 1,459 ",G551270,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G551270' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','OPTI','G551270',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:30,2,,,,,,,No,CFT,G56 market exec,HSBC,ME, 233 ,G551274,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G551274' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','HSBC','G551274',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:30,2,X,,,,,,Yes,CFT,G56 market exec,IMC,ME, -   ,G551275,,,,#VALUE!,,,, ,Yes,,,,,,,,#REF!, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G551275' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','IMC','G551275',''",,,,,testpack_COB_snapshot_before,#REF!,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:32,1,X,,,,,,Yes,CFT,G56 market exec,RBS,MP, 34 ,G551307,,,,#VALUE!,,,, ,Yes,,,,,,,,#REF!, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G551307' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','RBS','G551307',''",,,,,testpack_COB_snapshot_before,#REF!,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:33,1,X,,,,,,Yes,CFT,G56 market exec,ESPERIA,CX, 69 ,G553075,,,,#VALUE!,,,, ,Yes,,,,,,,,#REF!, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G553075' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','ESPERIA','G553075',''",,,,,testpack_COB_snapshot_before,#REF!,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:34,0,,,,,,,No,CFT,G56 market exec,WLB,MP, 6 ,G551325,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G551325' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','WLB','G551325',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:34,1,,,,,,,No,CFT,G56 market exec,ABN,MP, 234 ,G551418,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G551418' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','ABN','G551418',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:34,1,,,,,,,No,CFT,G56 market exec,SG,MP, 238 ,G551637,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G551637' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','SG','G551637',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:34,1,,,,,,,No,CFT,G56 market exec,CCF,MP, 308 ,G551735,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G551735' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','CCF','G551735',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:34,1,,,,,,,No,CFT,G56 market exec,ABN,MP, 338 ,G553173,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G553173' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','ABN','G553173',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:34,2,,,,,,,No,CFT,G56 market exec,SG,MP, 280 ,G552979,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G552979' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','SG','G552979',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:34,2,,,,,,,No,CFT,G56 market exec,CCF,MP, 480 ,G553202,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G553202' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','CCF','G553202',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:34,2,,,,,,,No,CFT,G56 market exec,UBS,MP, 182 ,G553192,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G553192' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','UBS','G553192',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:34,1,,,,,,,No,CFT,G56 market exec,ABN,MB, 49 ,G553011,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G553011' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','ABN','G553011',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:34,0,,,,,,,No,CFT,G56 market exec,BNP LONDON,MB, 54 ,G553012,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G553012' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','BNP LONDON','G553012',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:34,1,,,,,,,No,CFT,G56 market exec,JP SEC BOND,MB, 94 ,G553059,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G553059' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','JP SEC BOND','G553059',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:34,1,,,,,,,No,CFT,G56 market exec,CCF,MB, 51 ,G553079,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G553079' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','CCF','G553079',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:34,1,,,,,,,No,MQ,SWIFT, ,, 232 ,f1779141,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='f1779141' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','SWIFT',' ','f1779141',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:34,2,,,,,,,No,CFT,G56 market exec,PIEM,CX, 123 ,G553041,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G553041' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','PIEM','G553041',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:34,1,,,,,,,No,CFT,G56 market exec,CR100,CY, 164 ,G553032,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='G553032' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G56 market exec','CR100','G553032',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
AceTP scheduler,18:34,3,X,,,,,,Yes,,G50 generation,G50 generation (2),, -   ,Test Pack - G50 generation (2),SP,,,#VALUE!,"echo ""echo \""exec Test_Pack_TaskScheduler_Update ('ITMM','Test Pack - G50 generation (2)','15/12/2006 18:34:00');\"" | sqlplus acetp/acetp@atpeur90.fr.net.intra >>/apps/tibco/acetppf1/TestPack/logs/TaskSched_20131213.log 2>&1"" >> /apps/tibco/acetppf1/TestPack/bin/testpack_AceTP_Sched.sh",,, ,,Yes,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='Test Pack - G50 generation (2)' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','G50 generation','G50 generation (2)','Test Pack - G50 generation (2)',''",,,,,testpack_COB_snapshot_before,";echo \""exec TEST_PACK_CTRL ('20131213','ITMM','** RESULT **','','','AceTP scheduler/G50 generation/G50 generation (2)/Test Pack - G50 generation (2)/0/');\"" >> /apps/tibco/acetppf1/TestPack/logs/testpack_COB_snapshot_before.wrk",,";echo \""exec statspack.SNAP(6, i_ucomment => 'START G50 generation - Test Pack - G50 generation (2)');\""  | sqlplus perfstat/perfstat@atpeur90.fr.net.intra",#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:37,1,,,,,,,No,MQ,SWIFT, ,, 409 ,f1779201,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='f1779201' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','SWIFT',' ','f1779201',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:37,3,,,,,,,No,MQ,SWIFT, ,, 172 ,f1779259,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='f1779259' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','SWIFT',' ','f1779259',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:37,2,,X,,,,,No,CFT,CBF sett conf,SMALL FILE,, -   ,20060818-053553-REGUD0-7259-WarmUp.txt,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='20060818-053553-REGUD0-7259-WarmUp.txt' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','CBF sett conf','SMALL FILE','20060818-053553-REGUD0-7259-WarmUp.txt',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,18:37,45,,X,,,,,No,CFT,CBF sett conf,BIG FILE,, -   ,20060817-203056-REGUD7-7259-Bench.txt,SP,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='20060817-203056-REGUD7-7259-Bench.txt' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','CBF sett conf','BIG FILE','20060817-203056-REGUD7-7259-Bench.txt',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
AceTP scheduler,18:37,3,,,,,,,No,,Non CCP simulation,simu Non CCP,, -   ,Test Pack - simu Non CCP,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='Test Pack - simu Non CCP' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','Non CCP simulation','simu Non CCP','Test Pack - simu Non CCP',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
AceTP scheduler,18:37,5,,,,,,,No,,STD simulation,simu STD,, -   ,Test Pack - simu STD,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='Test Pack - simu STD' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','STD simulation','simu STD','Test Pack - simu STD',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
