Source d'informations: GRD,,,,Source d'informations: GRD et GRT,,Source d'informations: GRD ,,,Source d'informations: GRD ,,,,,,,,,Source d'informations: GRT,,,,,,,,,,Observations
Communes,,,,PITD,,,,,GRD de rang 1,,,GRD de rang 2,,,GRD de rang 3,,,GRT,,,,,,,,,,
 Code Insee,Libellé,Distribution gérée par un GRD de rang 1 ou  2   ,Coefficient tarif de proximité,Code,Libellé,Code de la station météo rattachée au PITD,Nom de la station météo rattachée au PITD,Zone climatique du PITD,Code,Nom ,Contact,Code,Nom ,Contact,Code,Nom ,Contact,Code,Nom,Nombre de postes de livraison Transport/Distribution rattachés au PITD, Type de gaz, Niveau Tarifaire Régional (NTR),Zone de Sortie,GDTF,TIGF, Zone Equilbrage, Contact ,
27226,ETREPAGNY,,1,GD0622,ETREPAGNY,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,2,H,4,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27229,EVREUX,,"1,75",GD0617,EVREUX,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,2,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27230,EZY SUR EURE,,1,GD0624,EZY-SUR-EURE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,7,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27231,FAINS,,1,GD0630,PACY-SUR-EURE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27234,FAUVILLE,,1,GD0617,EVREUX,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,2,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27243,FIQUEFLEUR EQUAINVILLE,,1,GD0635,BEUZEVILLE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,2,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27246,FLEURY SUR ANDELLE,,"1,75",GD0634,FLEURY-SUR-ANDELLE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,0,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27249,FONTAINE BELLENGER,,1,GD0615,GAILLON,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,2,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27250,FONTAINE HEUDEBOURG,,1,GD0641,FONTAINE-HEUDEBOURG,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,0,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27251,FONTAINE L ABBE,,1,GD0620,BRIONNE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,2,H,3,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27253,FONTAINE LA SORET,,1,GD0620,BRIONNE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,2,H,3,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27268,LE FRESNE,,1,GD0612,CONCHES-EN-OUCHE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,16,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,(*) 1 client Knauf PIA  
27273,GADENCOURT,,1,GD0630,PACY-SUR-EURE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27275,GAILLON,,"1,75",GD0615,GAILLON,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,2,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27278,GARENNES SUR EURE,,1,GD0638,BUEIL,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27279,GASNY,,1,GD0637,GASNY,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,4,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,(*) alimenté par DT Ile de France  
27284,GISORS,,"1,75",GD0626,GISORS,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,33,H,5,GOURNAY H,4,,ZONE NORD,acces-reseau-accueil@grtgaz.com,(*) Le PCE est rattaché à une commune n° INSEE : 60644 (TRIE-CHÂTEAU banlieue de GISORS)  
27285,GIVERNY,,1,GD0632,VERNON,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,2,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27288,GLOS SUR RISLE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,(*) CNG  
27290,GOUPILLIERES,,1,GD0620,BRIONNE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,2,H,3,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27299,GRAVIGNY,,1,GD0617,EVREUX,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,2,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27304,GUERNY,,1,GD0629,DANGU,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,2,H,0,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27306,GUICHAINVILLE,,1,GD0617,EVREUX,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,2,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27321,LA HAYE LE COMTE,,1,GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27332,HEUDEBOUVILLE,,1,GD0633,VIRONVAY,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,2,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27335,HEUDREVILLE SUR EURE,,1,GD0641,FONTAINE-HEUDEBOURG,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,0,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27347,HUEST,,1,GD0617,EVREUX,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,2,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27348,IGOVILLE,,1,GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27351,INCARVILLE,,1,GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27355,IVRY LA BATAILLE,,1,GD0624,EZY-SUR-EURE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,7,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27364,LAUNAY,,1,GD0620,BRIONNE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,2,H,3,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27365,LERY,,1,GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27375,LOUVIERS,,"1,75",GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27378,LA MADELEINE DE NONANCOURT,,1,GD0653,SAINT-REMY-SUR-AVRE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,5,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27383,MANDRES,,1,GD0610,MANDRES,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,6,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27384,MANNEVILLE LA RAOULT,,1,GD0635,BEUZEVILLE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,2,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27385,MANNEVILLE SUR RISLE,,1,GD0628,PONT-AUDEMER,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,3,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27386,LE MANOIR,,"1,75",GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27391,MARCILLY SUR EURE,,1,GD0624,EZY-SUR-EURE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,7,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27394,MARTOT,,1,GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27397,MENILLES,,1,GD0630,PACY-SUR-EURE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,(*) + Fains (27231) Gadencourt (27273) pas de clients mais réseau  
27398,MENNEVAL,,1,GD0619,BERNAY,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,5,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27406,MESNIL SUR L ESTREE,,1,GD0653,SAINT-REMY-SUR-AVRE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,5,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27410,MISEREY,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
27413,MONTFORT SUR RISLE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,(*) CNG  
27423,MUZY,,1,DX0001,DREUX,28070001,Chartres,H1,DREU,Dreux,gbecker@gedia-dreux.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,2,H,2(*),BEAUCE,9,,ZONE NORD,acces-reseau-accueil@grtgaz.com,"(*)   la valeur du NTR, applicable à tout moment à l'identique entre les expéditeurs concernés, sera égale à 0, en cas de changement de fournisseur pour un client existant ou, pour un nouveau client sous r"
27425,NASSANDRES,,1,GD0620,BRIONNE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,2,H,3,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27426,NEAUFLES ST MARTIN,,1,GD0626,GISORS,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,33,H,5,GOURNAY H,4,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27428,LE NEUBOURG,,1,GD0618,LE NEUBOURG,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,13,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27438,NONANCOURT,,1,GD0653,SAINT-REMY-SUR-AVRE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,5,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27439,NORMANVILLE,,1,GD0617,EVREUX,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,2,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27445,NOYERS,,1,GD0629,DANGU,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,2,H,0,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27448,PACY SUR EURE,,1,GD0630,PACY-SUR-EURE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27453,PERRIERS SUR ANDELLE,,1,GD0634,FLEURY-SUR-ANDELLE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,0,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27456,PINTERVILLE,,1,GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27458,PITRES,,1,GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27463,PLASNES,,1,GD0619,BERNAY,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,5,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27467,PONT AUDEMER,,"1,75",GD0628,PONT-AUDEMER,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,3,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27468,PONT AUTHOU,,1,GD0620,BRIONNE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,2,H,3,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27469,PONT DE L ARCHE,,1,GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27470,PONT ST PIERRE,,1,GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27478,PREY,,1,GD0617,EVREUX,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,2,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27481,PULLAY,,1,GD0610,MANDRES,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,6,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27487,RADEPONT,,1,GD0634,FLEURY-SUR-ANDELLE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,0,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27493,ROMILLY SUR ANDELLE,,1,GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27502,RUGLES,,1,GD0608,RUGLES,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,8,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27507,ST ANDRE DE L EURE,,1,GD0614,SAINT-ANDRE-DE-L'EURE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,2,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27510,ST AQUILIN DE PACY,,1,GD0630,PACY-SUR-EURE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27516,ST AUBIN LE VERTUEUX,,1,GD0619,BERNAY,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,5,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27517,ST AUBIN SUR GAILLON,,1,GD0615,GAILLON,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,2,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27528,LE VAUDREUIL,,1,GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27537,ST ETIENNE DU VAUVRAY,,1,GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27540,STE GENEVIEVE LES GASNY,,1,GD0637,GASNY,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,4,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27543,ST GEORGES MOTEL,,1,DX0001,DREUX,28070001,Chartres,H1,DREU,Dreux,gbecker@gedia-dreux.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,2,H,2(*),BEAUCE,9,,ZONE NORD,acces-reseau-accueil@grtgaz.com,"(*)   la valeur du NTR, applicable à tout moment à l'identique entre les expéditeurs concernés, sera égale à 0, en cas de changement de fournisseur pour un client existant ou, pour un nouveau client sous r"
27548,ST GERMAIN SUR AVRE,,1,GD0653,SAINT-REMY-SUR-AVRE,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,5,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27549,ST GERMAIN VILLAGE,,1,GD0628,PONT-AUDEMER,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,3,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27554,ST JUST,,1,GD0632,VERNON,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,2,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27562,ST MARCEL,,"1,75",GD0632,VERNON,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,2,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27580,ST OUEN DE THOUBERVILLE,,1,GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27582,ST OUEN DU TILLEUL,,1,GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,(*) commune sur Elbeuf également  
27587,ST PHILBERT SUR RISLE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,(*) CNG  
27588,ST PIERRE D AUTILS,,1,GD0632,VERNON,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,2,REGION PARIS,8,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27589,ST PIERRE DE BAILLEUL,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
27593,ST PIERRE DES FLEURS,,"1,75",GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
27595,ST PIERRE DU BOSGUERARD,,1,GD0621,ROUEN,76116001,Rouen-Boos,H1,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,GDFT,GRT Gaz,1,H,1,HAUTE NORMANDIE,10,,ZONE NORD,acces-reseau-accueil@grtgaz.com,  
